token,position_class,position_count,overall_count,position_share,overall_share,overrepresentation_ratio
lchedy,line_final,17,119,0.0038680318543799774,0.003205991702139124,1.2065008938729076
al,line_final,33,249,0.007508532423208191,0.006708335578425562,1.1192839617857093
y,line_final,17,132,0.0038680318543799774,0.0035562260897677674,1.087678836143
dar,line_final,36,286,0.008191126279863481,0.007705156527830164,1.0630707176782261
chdy,line_final,18,143,0.004095563139931741,0.003852578263915082,1.0630707176782261
cthy,line_final,11,89,0.002502844141069397,0.0023977584999191766,1.043826616047347
cheody,line_final,10,84,0.0022753128555176336,0.0022630529662158523,1.0054174115607561
dain,line_final,21,181,0.00477815699658703,0.004876340320060348,0.9798653668470575
daiin,line_final,84,751,0.01911262798634812,0.020232771162239344,0.9446371845502924
otain,line_final,10,95,0.0022753128555176336,0.0025594051403631662,0.8890006586431949
s,line_final,18,186,0.004095563139931741,0.005011045853763673,0.8173070571397115
chedy,line_final,33,490,0.007508532423208191,0.013201142302925805,0.5687789928257992
ar,line_final,23,344,0.005233219567690558,0.009267740718788728,0.5646704764928433
ol,line_final,31,507,0.007053469852104664,0.013659141117517107,0.5163919013223293
okaiin,line_final,12,203,0.0027303754266211604,0.005469044668354976,0.49924174918878933
aiin,line_final,25,448,0.005688282138794084,0.012069615819817877,0.47128941166910454
chey,line_final,16,336,0.0036405005688282138,0.00905221186486341,0.40216696462430246
shedy,line_final,19,424,0.004323094425483504,0.01142302925804192,0.3784542898233413
qokaiin,line_final,11,257,0.002502844141069397,0.006923864432350881,0.3614808125611435
or,line_final,14,344,0.0031854379977246873,0.009267740718788728,0.34371246395216554
shey,line_final,11,271,0.002502844141069397,0.00730103992672019,0.34280652704137965
qokeey,line_final,10,307,0.0022753128555176336,0.008270919769384126,0.2750979236843763
label,line_initial,35,35,0.007963594994311717,0.0009429387359232717,8.445506257110353
ychor,line_initial,16,16,0.0036405005688282138,0.0004310577078506385,8.445506257110353
ycheol,line_initial,13,14,0.0029579067121729237,0.00037717549436930867,7.842255810173899
dcheey,line_initial,11,12,0.002502844141069397,0.0003232932808879789,7.741714069017823
ychol,line_initial,11,12,0.002502844141069397,0.0003232932808879789,7.741714069017823
yshey,line_initial,11,12,0.002502844141069397,0.0003232932808879789,7.741714069017823
ycheey,line_initial,21,23,0.00477815699658703,0.0006196454550352928,7.711114408665974
ycheo,line_initial,13,15,0.0029579067121729237,0.0004041166011099736,7.319438756162306
pol,line_initial,19,23,0.004323094425483504,0.0006196454550352928,6.976722560221596
dshedy,line_initial,28,34,0.006370875995449375,0.0009159976291826068,6.955122799973232
qotchor,line_initial,11,14,0.002502844141069397,0.00037717549436930867,6.635754916300992
dshey,line_initial,10,14,0.0022753128555176336,0.00037717549436930867,6.032504469364538
ychey,line_initial,10,14,0.0022753128555176336,0.00037717549436930867,6.032504469364538
sor,line_initial,34,48,0.007736063708759955,0.0012931731235519156,5.9822335987865
dchey,line_initial,12,17,0.0027303754266211604,0.0004579988145913034,5.961533828548484
tchedy,line_initial,23,33,0.005233219567690558,0.0008890565224419419,5.886261936773883
soiin,line_initial,12,18,0.0027303754266211604,0.00048493992133196833,5.630337504740235
dchedy,line_initial,16,25,0.0036405005688282138,0.0006735276685166226,5.4051240045506255
sol,line_initial,38,63,0.008646188850967008,0.0016972897246618891,5.094114885241165
tol,line_initial,27,46,0.0061433447098976105,0.0012392909100705856,4.957144976999555
doiin,line_initial,10,18,0.0022753128555176336,0.00048493992133196833,4.691947920616863
tchor,line_initial,10,18,0.0022753128555176336,0.00048493992133196833,4.691947920616863
sain,line_initial,35,64,0.007963594994311717,0.001724230831402554,4.618636234357224
tor,line_initial,12,23,0.0027303754266211604,0.0006196454550352928,4.406351090666272
dchor,line_initial,12,24,0.0027303754266211604,0.0006465865617759578,4.222753128555176
saiin,line_initial,54,128,0.012286689419795221,0.003448461662805108,3.5629479522184297
sair,line_initial,11,27,0.002502844141069397,0.0007274098819979525,3.440761808452366
qotor,line_initial,10,28,0.0022753128555176336,0.0007543509887386173,3.016252234682269
pchedy,line_initial,12,34,0.0027303754266211604,0.0009159976291826068,2.980766914274242
sar,line_initial,28,80,0.006370875995449375,0.0021552885392531924,2.955927189988624
tar,line_initial,15,43,0.0034129692832764505,0.001158467589848591,2.9461068338757044
dor,line_initial,24,70,0.005460750853242321,0.0018858774718465434,2.895602145294978
dair,line_initial,30,99,0.006825938566552901,0.0026671695673258257,2.5592443203364708
qotchy,line_initial,18,60,0.004095563139931741,0.0016164664044398943,2.533651877133106
taiin,line_initial,12,40,0.0027303754266211604,0.0010776442696265962,2.533651877133106
sho,line_initial,33,121,0.007508532423208191,0.0032598739156204535,2.3033198883028234
sal,line_initial,13,49,0.0029579067121729237,0.0013201142302925804,2.2406445171925427
dain,line_initial,47,181,0.010693970420932878,0.004876340320060348,2.193032011514843
y,line_initial,34,132,0.007736063708759955,0.0035562260897677674,2.175357672286
ykaiin,line_initial,10,43,0.0022753128555176336,0.001158467589848591,1.9640712225838028
ykeey,line_initial,11,53,0.002502844141069397,0.00142787865725524,1.7528409212870544
shor,line_initial,19,92,0.004323094425483504,0.0024785818201411712,1.744180640055399
daiin,line_initial,148,751,0.03367463026166098,0.020232771162239344,1.664360753731468
qokchy,line_initial,12,67,0.0027303754266211604,0.0018050541516245488,1.512627986348123
o,line_initial,11,71,0.002502844141069397,0.0019128185785872085,1.3084587158903362
dol,line_initial,16,109,0.0036405005688282138,0.0029365806347324747,1.2397073404932628
otol,line_initial,10,81,0.0022753128555176336,0.0021822296459938573,1.042655093470414
dar,line_initial,35,286,0.007963594994311717,0.007705156527830164,1.0335409755204976
qokol,line_initial,12,103,0.0027303754266211604,0.0027749339942884856,0.9839424765565459
qol,line_initial,16,146,0.0036405005688282138,0.003933401584137076,0.9255349322860661
qokeedy,line_initial,32,301,0.0072810011376564275,0.008109273128940137,0.8978611303240243
