observed_mean_pairwise_jsd_bits,null_mean_pairwise_jsd_mean_bits,null_mean_pairwise_jsd_std_bits,null_mean_pairwise_jsd_median_bits,null_mean_pairwise_jsd_q025_bits,null_mean_pairwise_jsd_q975_bits,observed_minus_null_mean_bits,empirical_percentile,empirical_p_value
0.5554700431523788,0.3788255370327812,0.003030097354796408,0.3788888389830416,0.37312659371797946,0.38500785795761844,0.1766445061195976,1.0,0.000999000999000999
