section,token,section_count,overall_count,section_share,overall_share,overrepresentation_ratio
biological,okaiin,34,212,0.004914715235617231,0.0055837964548160245,0.880174496937167
biological,otal,22,143,0.003180109858340561,0.0037664287407485446,0.8443302866546579
biological,cheky,10,65,0.0014455044810638912,0.0017120130639766112,0.8443302866546578
biological,chdy,23,152,0.00332466030644695,0.004003476703452999,0.8304432753609957
biological,otol,12,86,0.0017346053772766695,0.00226512497695367,0.765787934407713
biological,oky,13,102,0.0018791558253830587,0.0026865435773171437,0.6994696982580254
biological,shy,13,107,0.0018791558253830587,0.0028182368899307294,0.666784198339426
biological,oteey,17,140,0.0024573576178086153,0.0036874127531803936,0.6664178333952835
biological,cheor,12,100,0.0017346053772766695,0.0026338662522717095,0.6585776235906331
biological,okeey,19,176,0.0027464585140213934,0.004635604603998209,0.5924704000105128
biological,daiin,84,864,0.012142237640936688,0.022756604419627572,0.5335698339275963
biological,shol,18,187,0.0026019080659150044,0.004925329891748097,0.5282708210620052
biological,y,16,176,0.0023128071697022263,0.004635604603998209,0.49892244211411607
biological,al,23,261,0.00332466030644695,0.006874390918429162,0.48362980021023505
biological,otaiin,12,154,0.0017346053772766695,0.004056154028498433,0.42764780752638515
biological,aiin,32,470,0.004625614339404453,0.012379171385677035,0.3736610630301465
biological,ar,21,353,0.003035559410234172,0.009297547870519136,0.32649032330980393
biological,s,13,255,0.0018791558253830587,0.00671635894329286,0.27978787930321014
biological,chol,14,396,0.002023706273489448,0.01043011035899597,0.19402539415548956
cosmological,k,10,14,0.00392156862745098,0.0003687412753180394,10.63501400560224
cosmological,ytaiin,16,43,0.006274509803921568,0.001132562488476835,5.540100319197446
cosmological,yteey,10,28,0.00392156862745098,0.0007374825506360788,5.31750700280112
cosmological,ykaiin,15,45,0.0058823529411764705,0.0011852398135222693,4.963006535947712
cosmological,d,13,52,0.005098039215686275,0.001369610451181289,3.7222549019607847
cosmological,aiiin,10,41,0.00392156862745098,0.001079885163431401,3.631468197034911
cosmological,l,13,59,0.005098039215686275,0.0015539810888403087,3.2806314390162847
cosmological,r,17,99,0.006666666666666667,0.0026075275897489924,2.556700336700337
cosmological,ar,59,353,0.023137254901960783,0.009297547870519136,2.488533022274065
cosmological,o,15,91,0.0058823529411764705,0.002396818289567256,2.4542340012928245
cosmological,air,12,74,0.004705882352941176,0.001949061026681065,2.414435612082671
cosmological,am,14,88,0.005490196078431373,0.0023178023019991044,2.3687076648841354
cosmological,sar,12,84,0.004705882352941176,0.002212447651908236,2.1270028011204483
cosmological,or,46,367,0.01803921568627451,0.009666289145837174,1.8661986429449167
cosmological,qokar,19,152,0.007450980392156863,0.004003476703452999,1.8611274509803921
cosmological,dair,13,106,0.005098039215686275,0.0027918982274080122,1.8260118386977433
