section,token,section_count,overall_count
herbal,tshedar,1,2
herbal,tshedy,1,8
herbal,tsheoarom,1,1
herbal,tsheodal,1,1
herbal,tsheody,2,2
herbal,tsheol,1,1
herbal,tsheos,1,1
herbal,tshes,1,1
herbal,tshey,2,9
herbal,tsho,4,5
herbal,tshod,1,2
herbal,tshodody,1,1
herbal,tshodpy,1,1
herbal,tshoiin,1,1
herbal,tshokeody,1,1
herbal,tshoky,1,1
herbal,tshol,5,6
herbal,tsholol,1,1
herbal,tshor,4,4
herbal,tshy,4,5
herbal,ty,13,16
herbal,tydlo,1,1
herbal,tydy,2,2
herbal,xaloeees,1,1
herbal,xar,1,2
herbal,xol,1,1
herbal,xor,1,1
herbal,y,87,176
herbal,yaiin,1,6
herbal,yaiir,1,2
herbal,yair,1,2
herbal,ychain,2,3
herbal,ychair,1,1
herbal,ycham,1,1
herbal,ychar,2,2
herbal,ychcthod,1,1
herbal,ychdain,1,1
herbal,ychdy,1,2
herbal,ychealod,1,1
herbal,ychear,1,2
herbal,ychedy,1,13
herbal,ycheekeey,1,1
herbal,ycheeo,1,8
herbal,ycheey,6,24
herbal,ychek,1,1
herbal,ychekchy,2,2
herbal,ycheo,1,15
herbal,ycheockhy,1,1
herbal,ycheoky,2,3
herbal,ycheol,3,14
herbal,ycheom,1,1
herbal,ycheor,5,9
herbal,ycheos,1,1
herbal,yches,1,2
herbal,ychey,6,17
herbal,ychky,1,1
herbal,ycho,3,5
herbal,ychock,1,1
herbal,ychockhy,1,1
herbal,ychocthy,2,2
herbal,ychodaiin,1,1
herbal,ychody,2,2
herbal,ychoees,1,1
herbal,ychok,1,1
herbal,ychol,8,12
herbal,ychom,1,1
herbal,ychoopy,1,1
herbal,ychopordg,1,1
herbal,ychor,12,16
herbal,ychos,1,1
herbal,ychosar,1,1
herbal,ychoy,1,1
herbal,ychtaiin,1,1
herbal,ychy,4,4
herbal,ychykchy,1,1
herbal,yckheody,1,1
herbal,yckhey,1,2
herbal,yckhody,1,1
herbal,ycphko,1,1
herbal,ycthodaiin,1,1
herbal,ycthol,1,1
herbal,yd,3,3
herbal,ydaiin,11,21
herbal,ydain,3,5
herbal,ydair,1,2
herbal,ydal,2,3
herbal,ydals,1,1
herbal,ydam,1,1
herbal,ydarchom,1,1
herbal,ydas,1,1
herbal,ydees,1,1
herbal,ydey,1,1
herbal,ydl,1,1
herbal,ydor,1,1
herbal,ydsh,1,1
herbal,ydy,4,8
herbal,yeeear,1,1
herbal,yees,1,1
herbal,yekedy,1,1
herbal,yfchdy,1,1
herbal,yfcheky,1,1
herbal,yfchey,2,3
herbal,yfchor,1,1
herbal,yfchy,1,1
herbal,yfodain,1,1
herbal,yfody,1,1
herbal,yfoldy,1,1
herbal,yfor,1,2
herbal,yk,4,5
herbal,yka,1,1
herbal,ykaiiin,1,1
herbal,ykaiil,1,1
herbal,ykaiin,16,45
herbal,ykaiir,2,2
herbal,ykain,4,10
herbal,ykaipy,1,2
herbal,ykair,4,8
herbal,ykaky,1,1
herbal,ykal,6,16
herbal,ykald,1,1
herbal,ykalokain,1,1
herbal,ykaly,1,6
herbal,ykam,3,5
herbal,ykan,1,1
herbal,ykar,16,36
herbal,ykaro,1,1
herbal,ykarshy,1,1
herbal,ykch,1,1
herbal,ykchaiin,1,1
herbal,ykchdg,1,1
herbal,ykchdy,3,8
herbal,ykchedy,1,7
herbal,ykcheg,1,1
herbal,ykcheody,1,1
herbal,ykcheor,2,3
herbal,ykchey,2,6
herbal,ykchhdy,1,1
herbal,ykchn,1,1
herbal,ykcho,5,6
herbal,ykchody,3,4
herbal,ykchokeo,1,1
herbal,ykchol,5,6
herbal,ykcholqod,1,1
herbal,ykcholy,1,1
herbal,ykchom,1,1
herbal,ykchon,1,1
herbal,ykchor,5,5
herbal,ykchotchy,1,1
herbal,ykchy,19,22
herbal,ykdy,1,1
herbal,ykecthhy,1,1
herbal,ykedaiin,1,1
herbal,ykedy,12,23
herbal,ykeea,1,1
herbal,ykeechy,1,3
herbal,ykeedar,1,1
herbal,ykeedl,1,1
herbal,ykeedy,7,30
herbal,ykeeedy,1,4
herbal,ykeeey,1,6
herbal,ykeeo,2,7
herbal,ykeeod,2,2
herbal,ykeeodam,1,1
herbal,ykeeody,3,12
herbal,ykeeol,3,13
herbal,ykeeols,1,1
herbal,ykeeor,2,4
herbal,ykeesan,1,1
herbal,ykeey,18,58
herbal,ykeo,2,3
herbal,ykeod,1,1
herbal,ykeodar,1,2
herbal,ykeody,4,16
herbal,ykeol,6,15
herbal,ykeoldy,1,1
herbal,ykeols,1,2
herbal,ykeor,3,8
herbal,ykeos,2,3
herbal,ykey,3,8
herbal,ykhor,1,1
herbal,ykoaiin,1,2
herbal,ykodar,1,1
herbal,ykody,2,2
herbal,ykofar,1,1
herbal,ykoiin,3,4
herbal,ykol,9,14
herbal,ykoldam,1,1
herbal,ykoldy,1,1
herbal,ykolody,1,1
herbal,ykolor,1,1
herbal,ykoly,1,2
herbal,ykor,7,11
herbal,yksh,1,1
herbal,yksho,1,1
herbal,ykshol,1,1
herbal,ykshy,2,2
herbal,yky,13,19
herbal,ykychy,1,1
herbal,ykyka,1,1
herbal,ykykaiin,2,2
herbal,yl,1,3
herbal,ylg,1,1
herbal,yoar,1,1
herbal,yodaiin,1,1
herbal,yodam,1,1
herbal,yoees,1,1
herbal,yokalod,1,1
herbal,yokeey,1,1
herbal,yokor,1,1
herbal,yol,1,2
herbal,yolkol,1,1
herbal,yor,2,2
herbal,yotedy,1,1
herbal,ypaim,1,1
herbal,ypair,1,3
herbal,ypar,1,4
herbal,ypch,1,1
herbal,ypchaiin,1,1
herbal,ypchal,1,1
herbal,ypchar,1,1
herbal,ypchd,1,1
herbal,ypchdaiin,1,1
herbal,ypchdair,1,1
herbal,ypchdy,3,6
herbal,ypchedpy,1,1
herbal,ypchedy,8,12
herbal,ypcheey,1,1
herbal,ypchey,2,5
herbal,ypchocf,1,1
herbal,ypchocpheosaiin,1,1
herbal,ypchol,2,3
herbal,ypchor,1,2
herbal,ypchseds,1,1
herbal,ypchy,3,4
herbal,ypdy,1,1
herbal,ypod,1,1
herbal,ypsholy,1,1
herbal,ysaiin,3,4
herbal,ysair,1,1
herbal,ysarasod,1,1
herbal,yshedair,1,1
herbal,yshedy,1,10
herbal,ysheees,1,1
herbal,ysheey,2,10
herbal,ysheol,1,1
herbal,ysheor,1,4
herbal,ysheos,1,1
herbal,ysho,3,3
herbal,yshol,2,3
herbal,yshos,1,1
herbal,yshy,1,1
herbal,ytaiin,15,43
herbal,ytain,1,13
herbal,ytair,1,3
herbal,ytal,7,19
herbal,ytaly,2,5
herbal,ytam,6,13
herbal,ytar,6,26
herbal,ytasal,1,1
herbal,ytasr,1,1
herbal,ytch,1,1
herbal,ytchaiin,1,1
herbal,ytchar,1,1
herbal,ytchas,1,1
herbal,ytchchy,1,1
herbal,ytchdam,1,1
herbal,ytchdy,7,10
herbal,ytchedal,1,1
herbal,ytchedy,4,10
herbal,ytcheear,1,1
herbal,ytcheeky,1,1
herbal,ytcheey,1,1
herbal,ytcheo,1,1
herbal,ytchey,7,12
herbal,ytchl,1,1
herbal,ytcho,2,2
herbal,ytchodaiin,1,1
herbal,ytchody,3,5
herbal,ytchoky,1,1
herbal,ytchol,4,6
herbal,ytchom,1,1
herbal,ytchor,12,13
herbal,ytchos,2,2
herbal,ytchoy,2,3
herbal,ytchy,14,20
herbal,ytchyd,1,1
herbal,ytdg,1,1
herbal,yteair,1,1
herbal,yteal,1,1
herbal,yteam,1,1
herbal,ytear,1,1
herbal,yteched,1,1
herbal,ytecheol,1,1
herbal,ytedy,12,24
herbal,ytedykor,1,1
herbal,yteeay,1,1
herbal,yteedy,8,28
herbal,yteeod,1,1
herbal,yteeodal,1,1
herbal,yteeody,2,9
herbal,yteeol,1,1
herbal,yteeor,1,1
herbal,yteeos,1,1
herbal,yteey,7,28
herbal,yteo,1,1
herbal,yteodain,1,1
herbal,yteodam,1,1
herbal,yteody,3,14
herbal,yteol,2,6
herbal,yteor,1,3
herbal,ytey,8,13
herbal,yto,1,5
herbal,ytod,1,1
herbal,ytoda,1,1
herbal,ytodaiin,2,3
herbal,ytodaly,1,1
herbal,ytody,4,9
herbal,ytoiiin,1,1
herbal,ytoiin,3,4
herbal,ytol,11,12
herbal,ytoldy,4,5
herbal,ytom,1,1
herbal,ytor,10,14
herbal,ytorory,1,1
herbal,ytoryd,1,1
herbal,ytos,1,1
herbal,ytoy,1,2
herbal,ytshedy,2,2
herbal,ytsheod,1,1
herbal,ytsho,2,2
herbal,ytshy,2,3
herbal,yty,16,24
herbal,ytychy,1,1
herbal,ytydy,1,1
herbal,zepchy,1,1
pharmaceutical,a,1,5
pharmaceutical,aiees,1,1
pharmaceutical,aii,1,1
pharmaceutical,aiidal,1,1
pharmaceutical,aiiin,2,41
pharmaceutical,aiin,30,470
pharmaceutical,aiioly,1,1
pharmaceutical,aikheky,1,1
pharmaceutical,ain,8,92
pharmaceutical,air,4,74
pharmaceutical,airam,1,1
pharmaceutical,aithy,1,5
pharmaceutical,al,8,261
pharmaceutical,alcfhy,1,1
pharmaceutical,aloly,1,3
pharmaceutical,alsy,1,1
pharmaceutical,am,6,88
pharmaceutical,amg,1,2
pharmaceutical,an,1,8
pharmaceutical,ar,3,353
pharmaceutical,ararchodaiin,1,1
pharmaceutical,araroy,1,1
pharmaceutical,archeey,1,1
pharmaceutical,arody,2,13
pharmaceutical,arol,1,12
pharmaceutical,arom,1,1
pharmaceutical,ary,1,26
pharmaceutical,c,1,8
pharmaceutical,cckhhy,1,1
pharmaceutical,cfheol,2,2
pharmaceutical,cfhey,1,2
pharmaceutical,cfhoy,1,1
pharmaceutical,ch,3,8
pharmaceutical,chalsain,1,1
pharmaceutical,chaly,1,5
pharmaceutical,char,1,72
pharmaceutical,chchy,1,2
pharmaceutical,chckheody,1,2
pharmaceutical,chckhey,1,30
pharmaceutical,chckhhy,1,9
pharmaceutical,chckhod,1,1
pharmaceutical,chckhy,3,140
pharmaceutical,chcthso,1,1
pharmaceutical,chcthy,1,79
pharmaceutical,chdy,1,152
pharmaceutical,chead,1,1
pharmaceutical,cheal,1,30
pharmaceutical,cheamy,1,1
pharmaceutical,chear,5,51
pharmaceutical,checkhey,2,10
pharmaceutical,checkhy,1,47
pharmaceutical,chedain,1,19
pharmaceutical,chedo,1,2
pharmaceutical,chedy,1,501
pharmaceutical,cheea,1,1
pharmaceutical,cheedy,3,59
pharmaceutical,cheeeal,1,1
pharmaceutical,cheekey,1,6
pharmaceutical,cheeo,1,17
pharmaceutical,cheeods,1,1
pharmaceutical,cheeody,2,12
pharmaceutical,cheeokeey,1,1
pharmaceutical,cheeol,1,9
pharmaceutical,cheeor,4,14
pharmaceutical,chees,4,33
pharmaceutical,cheey,17,174
pharmaceutical,chefoly,1,1
pharmaceutical,chekaiin,1,8
pharmaceutical,chekal,2,12
pharmaceutical,chekechy,1,1
pharmaceutical,chekeey,3,6
pharmaceutical,chekeod,1,1
pharmaceutical,chekol,1,3
pharmaceutical,cheky,5,65
pharmaceutical,cheo,11,65
pharmaceutical,cheockhy,3,10
pharmaceutical,cheocphey,1,1
pharmaceutical,cheocthy,1,5
pharmaceutical,cheodaiin,1,11
pharmaceutical,cheodain,1,8
pharmaceutical,cheodal,3,7
pharmaceutical,cheodam,1,2
pharmaceutical,cheodor,1,2
pharmaceutical,cheody,18,89
pharmaceutical,cheoe,1,1
pharmaceutical,cheoepey,1,1
pharmaceutical,cheok,1,2
pharmaceutical,cheokal,2,2
pharmaceutical,cheokam,1,2
pharmaceutical,cheokchey,1,1
pharmaceutical,cheokeol,1,2
pharmaceutical,cheokeos,1,1
pharmaceutical,cheoky,3,10
pharmaceutical,cheol,40,173
pharmaceutical,cheoldy,1,5
pharmaceutical,cheols,2,3
pharmaceutical,cheom,5,10
pharmaceutical,cheomam,1,1
pharmaceutical,cheopor,1,1
pharmaceutical,cheor,24,100
pharmaceutical,cheorol,1,2
pharmaceutical,cheos,6,33
pharmaceutical,cheosdy,1,1
pharmaceutical,cheotchy,1,1
pharmaceutical,cheotey,1,2
pharmaceutical,cheoy,1,4
pharmaceutical,chepy,1,7
pharmaceutical,ches,3,36
pharmaceutical,chetchy,1,4
pharmaceutical,chety,1,25
pharmaceutical,chey,21,344
pharmaceutical,cheyd,1,1
pharmaceutical,cheys,1,1
pharmaceutical,cheyty,1,1
pharmaceutical,chkaiin,1,18
pharmaceutical,chkam,1,3
pharmaceutical,chkchol,1,3
pharmaceutical,chkeeody,1,1
pharmaceutical,chkeey,2,13
pharmaceutical,chkeor,1,1
pharmaceutical,chkey,2,8
pharmaceutical,chls,1,3
pharmaceutical,cho,6,69
pharmaceutical,chockhar,1,2
pharmaceutical,chockhey,2,5
pharmaceutical,chockhhor,1,1
pharmaceutical,chockhhy,1,1
pharmaceutical,chockhy,5,21
pharmaceutical,chocthey,2,6
pharmaceutical,chod,2,9
pharmaceutical,chodaiin,5,44
pharmaceutical,chodair,1,2
pharmaceutical,chodar,1,14
pharmaceutical,chody,11,94
pharmaceutical,choeees,1,1
pharmaceutical,choeesy,1,1
pharmaceutical,choeey,1,2
pharmaceutical,chofary,1,1
pharmaceutical,chofol,1,1
pharmaceutical,chokaiin,1,17
pharmaceutical,chokam,1,4
pharmaceutical,chokar,1,7
pharmaceutical,chokaro,1,1
pharmaceutical,chokchey,1,3
pharmaceutical,chokeey,1,11
pharmaceutical,chokeol,1,5
pharmaceutical,chokey,1,7
pharmaceutical,choko,1,2
pharmaceutical,chokol,2,4
pharmaceutical,choky,5,39
pharmaceutical,chol,44,396
pharmaceutical,cholaiin,1,4
pharmaceutical,choldy,3,10
pharmaceutical,cholkcheol,1,1
pharmaceutical,cholkeedy,1,3
pharmaceutical,cholody,1,5
pharmaceutical,cholp,1,1
pharmaceutical,chols,1,3
pharmaceutical,choly,2,15
pharmaceutical,chom,3,15
pharmaceutical,chool,1,2
pharmaceutical,chopcheey,1,1
pharmaceutical,chopy,1,3
pharmaceutical,chor,23,219
pharmaceutical,choraiin,1,5
pharmaceutical,chorcholsal,1,1
pharmaceutical,chordom,1,1
pharmaceutical,choror,1,3
pharmaceutical,chory,2,12
pharmaceutical,chos,11,38
pharmaceutical,chosaiin,2,4
pharmaceutical,chosals,1,1
pharmaceutical,chosaroshol,1,1
pharmaceutical,chotam,1,5
pharmaceutical,choto,1,3
pharmaceutical,chotols,1,3
pharmaceutical,chotor,1,4
pharmaceutical,choty,1,37
pharmaceutical,choy,3,13
pharmaceutical,chs,4,19
pharmaceutical,chsea,1,1
pharmaceutical,chsm,1,1
pharmaceutical,chso,1,2
pharmaceutical,chtaem,1,1
pharmaceutical,chtodaiin,1,1
pharmaceutical,chtody,1,2
pharmaceutical,chty,1,13
pharmaceutical,chy,5,155
pharmaceutical,ckey,1,1
pharmaceutical,ckheeol,1,1
pharmaceutical,ckheey,4,11
pharmaceutical,ckheo,2,3
pharmaceutical,ckheol,4,7
pharmaceutical,ckhey,13,32
pharmaceutical,ckhhy,1,5
pharmaceutical,ckho,1,4
pharmaceutical,ckhod,1,1
pharmaceutical,ckhol,4,22
pharmaceutical,ckhoor,1,1
pharmaceutical,ckhor,1,9
pharmaceutical,ckhory,1,1
pharmaceutical,ckhy,3,39
pharmaceutical,coeky,1,1
pharmaceutical,cpheey,1,2
pharmaceutical,cpheocthy,1,1
pharmaceutical,cpheodar,1,1
pharmaceutical,cpheody,1,3
pharmaceutical,cpheol,1,3
pharmaceutical,cpheor,1,4
pharmaceutical,cphey,1,6
pharmaceutical,cpheyr,1,1
pharmaceutical,cphoar,1,1
pharmaceutical,cphoeedol,1,1
pharmaceutical,cphol,3,15
pharmaceutical,csol,1,1
pharmaceutical,ct,1,10
pharmaceutical,cthchy,1,2
pharmaceutical,cthdaoto,1,1
pharmaceutical,cthdeecthy,1,1
pharmaceutical,cthear,1,1
pharmaceutical,cthedy,1,10
pharmaceutical,ctheea,1,1
pharmaceutical,ctheey,4,13
pharmaceutical,ctheockhosho,1,1
pharmaceutical,ctheody,2,6
pharmaceutical,ctheol,6,10
pharmaceutical,ctheoly,1,1
pharmaceutical,ctheor,1,6
pharmaceutical,cthey,10,51
pharmaceutical,cthody,3,18
pharmaceutical,cthol,6,61
pharmaceutical,cthor,1,45
pharmaceutical,cthoral,1,1
pharmaceutical,cthy,3,111
pharmaceutical,da,1,9
pharmaceutical,daiiin,2,17
pharmaceutical,daiiine,1,1
pharmaceutical,daiim,1,5
pharmaceutical,daiin,100,864
pharmaceutical,daiindy,1,3
pharmaceutical,daiir,1,23
pharmaceutical,daikeody,1,1
pharmaceutical,daim,2,11
pharmaceutical,daimd,1,1
pharmaceutical,daimom,1,1
pharmaceutical,dain,13,211
pharmaceutical,dainaldy,1,1
pharmaceutical,dair,10,106
pharmaceutical,dairair,1,2
pharmaceutical,dairin,1,3
pharmaceutical,dairl,1,2
pharmaceutical,dairo,1,3
pharmaceutical,dairy,1,4
pharmaceutical,daisin,1,1
pharmaceutical,daisn,1,1
pharmaceutical,dakocth,1,1
pharmaceutical,dal,27,253
pharmaceutical,dald,1,1
pharmaceutical,daldaiin,2,3
pharmaceutical,daldal,1,1
pharmaceutical,daldy,2,17
pharmaceutical,dalg,1,1
pharmaceutical,dals,1,6
pharmaceutical,dalshdy,1,3
pharmaceutical,dalsy,1,1
pharmaceutical,daly,1,30
pharmaceutical,dam,12,98
pharmaceutical,dan,3,20
pharmaceutical,daor,1,1
pharmaceutical,dar,21,319
pharmaceutical,daraiiin,1,1
pharmaceutical,daraly,1,2
pharmaceutical,daramdal,1,1
pharmaceutical,darams,1,1
pharmaceutical,darar,1,3
pharmaceutical,dararda,1,1
pharmaceutical,darcheos,1,1
pharmaceutical,dardsh,1,1
pharmaceutical,dareky,1,1
pharmaceutical,darolaly,1,1
pharmaceutical,darolm,1,1
pharmaceutical,darshody,1,1
pharmaceutical,dary,1,24
pharmaceutical,das,1,5
pharmaceutical,dchdy,1,8
pharmaceutical,dcheo,2,7
pharmaceutical,dcheocy,1,1
pharmaceutical,dcheor,2,4
pharmaceutical,dchey,2,18
pharmaceutical,dcthody,1,1
pharmaceutical,ddor,1,2
pharmaceutical,dedloy,1,1
pharmaceutical,deeamshol,1,1
pharmaceutical,deeor,2,2
pharmaceutical,deey,1,7
pharmaceutical,deody,1,1
pharmaceutical,desey,1,1
pharmaceutical,dg,1,1
pharmaceutical,do,1,16
pharmaceutical,doaiin,1,3
pharmaceutical,doeey,1,1
pharmaceutical,doefshey,1,1
pharmaceutical,doeoeas,1,1
pharmaceutical,doiin,4,19
pharmaceutical,doiir,3,8
pharmaceutical,doiisaly,1,1
pharmaceutical,doikhy,1,1
pharmaceutical,doin,1,4
pharmaceutical,dokor,1,1
pharmaceutical,dol,20,117
pharmaceutical,dolary,1,1
pharmaceutical,dolchey,1,2
pharmaceutical,dolchoy,1,1
pharmaceutical,dolchsyckheol,1,1
pharmaceutical,doldam,1,1
pharmaceutical,doleeey,1,1
pharmaceutical,doleodaiin,1,1
pharmaceutical,doly,2,3
pharmaceutical,dom,1,7
pharmaceutical,dor,14,74
pharmaceutical,doral,1,1
pharmaceutical,dorar,1,2
pharmaceutical,dordod,1,1
pharmaceutical,dorean,1,1
pharmaceutical,doror,1,1
pharmaceutical,dorsheoy,1,1
pharmaceutical,dory,1,4
pharmaceutical,dos,1,2
pharmaceutical,doteoda,1,1
pharmaceutical,dralas,1,1
pharmaceutical,dsheody,1,2
pharmaceutical,dsheol,2,9
pharmaceutical,dsheor,1,3
pharmaceutical,dshody,1,2
pharmaceutical,dshor,1,14
pharmaceutical,dso,1,1
pharmaceutical,dy,17,271
pharmaceutical,dydariin,1,1
pharmaceutical,dydchy,1,1
pharmaceutical,dydy,1,3
pharmaceutical,dykchal,1,1
pharmaceutical,dykeor,1,1
pharmaceutical,dytoly,1,1
pharmaceutical,eair,1,1
pharmaceutical,eddy,1,1
pharmaceutical,eeckhy,1,1
pharmaceutical,eeeey,1,1
pharmaceutical,eeeokor,1,1
pharmaceutical,eeey,1,1
pharmaceutical,eeor,1,4
pharmaceutical,eeos,1,1
pharmaceutical,eeoseeos,1,1
pharmaceutical,ees,1,6
pharmaceutical,eesos,1,1
pharmaceutical,eey,1,5
pharmaceutical,ekchey,1,1
pharmaceutical,ekey,1,2
pharmaceutical,eo,1,2
pharmaceutical,eocthy,1,1
pharmaceutical,eosaiin,1,1
pharmaceutical,eteeys,1,1
pharmaceutical,etolctheol,1,1
pharmaceutical,fcheody,1,2
pharmaceutical,fcheolain,1,1
pharmaceutical,fchodycheol,1,1
pharmaceutical,fodaiin,1,1
pharmaceutical,fol,1,3
pharmaceutical,folcfhhy,1,1
pharmaceutical,folshody,1,1
pharmaceutical,hol,1,1
pharmaceutical,iin,1,1
pharmaceutical,kalshey,1,1
pharmaceutical,kam,1,9
pharmaceutical,kchdol,1,1
pharmaceutical,kcheol,1,5
pharmaceutical,kchey,1,21
pharmaceutical,kcho,1,6
pharmaceutical,kchody,1,6
pharmaceutical,kchor,1,20
pharmaceutical,keeeos,1,1
pharmaceutical,keeo,3,9
pharmaceutical,keeodaiin,1,1
pharmaceutical,keeody,3,8
pharmaceutical,keeokechy,1,1
pharmaceutical,keeol,5,13
pharmaceutical,keeor,1,8
pharmaceutical,keey,6,45
pharmaceutical,keo,1,4
pharmaceutical,keodal,1,1
pharmaceutical,keody,2,22
pharmaceutical,keor,2,10
pharmaceutical,ker,1,1
pharmaceutical,keshey,1,1
pharmaceutical,key,2,13
pharmaceutical,khey,2,2
pharmaceutical,khody,1,1
pharmaceutical,koaiphhy,1,1
pharmaceutical,kochor,1,1
pharmaceutical,kockhas,1,1
pharmaceutical,kodaiin,1,3
pharmaceutical,kody,1,7
pharmaceutical,koeeorain,1,1
pharmaceutical,koiin,1,5
pharmaceutical,kol,6,37
pharmaceutical,kolcheey,1,1
pharmaceutical,kolches,1,1
pharmaceutical,koldal,1,2
pharmaceutical,koldarod,1,1
pharmaceutical,koleearol,1,1
pharmaceutical,kolor,1,1
pharmaceutical,kor,6,26
pharmaceutical,korain,2,2
pharmaceutical,kory,1,1
pharmaceutical,kosar,1,1
pharmaceutical,kosholda,1,1
pharmaceutical,kshar,1,4
pharmaceutical,ksheody,1,5
pharmaceutical,l,1,59
pharmaceutical,lch,1,3
pharmaceutical,lchdy,1,18
pharmaceutical,lcheody,1,3
pharmaceutical,lchey,1,45
pharmaceutical,lchol,1,4
pharmaceutical,ldain,1,2
pharmaceutical,lkeo,1,3
pharmaceutical,lkeopol,1,1
pharmaceutical,loiiin,2,2
pharmaceutical,lol,1,44
pharmaceutical,lolain,1,2
pharmaceutical,lor,1,43
pharmaceutical,loralody,1,1
pharmaceutical,loy,1,1
pharmaceutical,lsais,1,1
pharmaceutical,lshody,1,1
pharmaceutical,ltcheody,1,1
pharmaceutical,ly,1,14
pharmaceutical,o,7,91
pharmaceutical,oaiin,3,26
pharmaceutical,oain,1,11
pharmaceutical,oairar,1,1
pharmaceutical,oaithy,1,1
pharmaceutical,oaro,1,1
pharmaceutical,ochar,1,2
pharmaceutical,ocheos,1,2
pharmaceutical,ochy,1,5
pharmaceutical,ockhey,3,7
pharmaceutical,ockhody,1,2
pharmaceutical,ockhy,3,13
pharmaceutical,octhey,1,6
pharmaceutical,octhody,1,4
pharmaceutical,octhos,1,2
pharmaceutical,odaidy,1,1
pharmaceutical,odaiin,4,61
pharmaceutical,odain,2,18
pharmaceutical,odal,1,13
pharmaceutical,odalydary,1,1
pharmaceutical,odar,1,24
pharmaceutical,odariin,1,1
pharmaceutical,odeeeey,1,1
pharmaceutical,odeor,1,1
pharmaceutical,odey,1,1
pharmaceutical,odoiin,1,1
pharmaceutical,odor,1,7
pharmaceutical,odory,1,1
pharmaceutical,ody,5,47
pharmaceutical,oeeaiin,1,1
pharmaceutical,oeees,1,9
pharmaceutical,oeeesary,1,1
pharmaceutical,oeeo,1,3
pharmaceutical,oeeor,2,2
pharmaceutical,oekey,1,3
pharmaceutical,oeksa,1,1
pharmaceutical,oeo,1,1
pharmaceutical,oeoikhy,1,1
pharmaceutical,oeor,1,2
pharmaceutical,ofaiin,1,6
pharmaceutical,ofakal,1,1
pharmaceutical,ofal,1,3
pharmaceutical,ofaldo,1,1
pharmaceutical,ofcheol,1,1
pharmaceutical,oforain,1,1
pharmaceutical,ofyskydal,1,1
pharmaceutical,oiiin,2,11
pharmaceutical,oiin,6,35
pharmaceutical,oiir,1,3
pharmaceutical,oika,1,1
pharmaceutical,ok,2,8
pharmaceutical,okaiin,6,212
pharmaceutical,okaiir,1,6
pharmaceutical,okain,1,144
pharmaceutical,okal,4,138
pharmaceutical,okalda,1,1
pharmaceutical,okam,1,26
pharmaceutical,okar,6,129
pharmaceutical,okary,2,11
pharmaceutical,okcheeg,1,1
pharmaceutical,okcheor,1,2
pharmaceutical,okchey,1,32
pharmaceutical,okchoda,1,2
pharmaceutical,okchol,3,15
pharmaceutical,okchshy,1,1
pharmaceutical,okchy,1,39
pharmaceutical,okear,1,7
pharmaceutical,okearcheol,1,1
pharmaceutical,okechy,1,6
pharmaceutical,okeedy,1,105
pharmaceutical,okeeeo,1,2
pharmaceutical,okeeeol,1,1
pharmaceutical,okeeey,4,27
pharmaceutical,okeeo,1,15
pharmaceutical,okeeody,2,16
pharmaceutical,okeeol,7,18
pharmaceutical,okeeor,5,14
pharmaceutical,okeeoraiin,1,1
pharmaceutical,okeeos,1,6
pharmaceutical,okeeoy,1,2
pharmaceutical,okeey,24,176
pharmaceutical,okeo,3,14
pharmaceutical,okeod,1,6
pharmaceutical,okeodal,1,3
pharmaceutical,okeodor,1,1
pharmaceutical,okeody,7,37
pharmaceutical,okeol,31,66
pharmaceutical,okeoldy,1,2
pharmaceutical,okeols,1,1
pharmaceutical,okeoly,3,6
pharmaceutical,okeom,2,6
pharmaceutical,okeor,6,22
pharmaceutical,okeos,2,14
pharmaceutical,okeoy,2,2
pharmaceutical,okesy,1,1
pharmaceutical,okey,12,64
pharmaceutical,okoaiin,1,2
pharmaceutical,okockhy,1,1
pharmaceutical,okodaiin,1,2
pharmaceutical,okody,4,16
pharmaceutical,okoiin,3,9
pharmaceutical,okol,22,83
pharmaceutical,okolaiin,2,2
pharmaceutical,okoldaly,1,1
pharmaceutical,okoldody,1,1
pharmaceutical,okoldy,3,8
pharmaceutical,okolo,1,3
pharmaceutical,okolol,2,2
pharmaceutical,okols,2,2
pharmaceutical,okoly,2,5
pharmaceutical,okolyd,1,1
pharmaceutical,okor,9,34
pharmaceutical,okoraiin,2,2
pharmaceutical,okoraldy,1,1
pharmaceutical,okoramog,1,1
pharmaceutical,okoroeey,1,1
pharmaceutical,okory,1,3
pharmaceutical,okos,1,8
pharmaceutical,okshd,1,2
pharmaceutical,okshey,1,9
pharmaceutical,oky,8,102
pharmaceutical,ol,40,539
pharmaceutical,olaiin,10,52
pharmaceutical,olaiir,1,3
pharmaceutical,olaldy,1,2
pharmaceutical,olaran,1,1
pharmaceutical,olch,1,1
pharmaceutical,olcheem,1,1
pharmaceutical,olcheeol,1,1
pharmaceutical,olcheey,1,13
pharmaceutical,olcheody,1,2
pharmaceutical,olcheol,3,8
pharmaceutical,olcheom,1,1
pharmaceutical,olcheor,2,3
pharmaceutical,olchey,3,29
pharmaceutical,olchor,3,3
pharmaceutical,oldaiin,4,9
pharmaceutical,oldain,1,2
pharmaceutical,oldal,1,3
pharmaceutical,oldam,2,6
pharmaceutical,oldar,1,6
pharmaceutical,oldeey,1,1
pharmaceutical,oldy,6,28
pharmaceutical,oleees,1,2
pharmaceutical,oleeol,1,2
pharmaceutical,olekor,1,1
pharmaceutical,olkeeoldy,1,1
pharmaceutical,olkeey,1,40
