section,token,section_count,overall_count
astronomical,a,1,5
astronomical,adairchdy,1,1
astronomical,aiin,11,470
astronomical,aiiny,1,4
astronomical,aiir,1,23
astronomical,ain,1,92
astronomical,ainy,1,2
astronomical,air,2,74
astronomical,ais,1,1
astronomical,al,3,261
astronomical,alamchy,1,1
astronomical,alchey,1,4
astronomical,aldaiin,1,3
astronomical,aldy,2,14
astronomical,aloiin,1,2
astronomical,aly,1,29
astronomical,am,3,88
astronomical,amy,1,1
astronomical,ar,7,353
astronomical,aral,1,16
astronomical,araly,1,1
astronomical,aram,2,12
astronomical,archeor,1,1
astronomical,aroka,1,1
astronomical,arolsas,1,1
astronomical,ary,2,26
astronomical,asa,1,1
astronomical,cckheor,1,1
astronomical,ceectheey,1,1
astronomical,ch,2,8
astronomical,chcphy,1,11
astronomical,chcs,1,1
astronomical,chdar,1,20
astronomical,chdchol,1,1
astronomical,chdy,1,152
astronomical,che,1,2
astronomical,chear,1,51
astronomical,chedady,1,1
astronomical,chedaiin,1,32
astronomical,chedaly,1,3
astronomical,chedar,1,30
astronomical,chedy,1,501
astronomical,cheekchey,1,1
astronomical,cheeky,1,24
astronomical,cheeteey,1,4
astronomical,cheey,4,174
astronomical,chekchy,1,5
astronomical,chekeey,1,6
astronomical,chekeys,1,1
astronomical,chekody,2,3
astronomical,cheky,1,65
astronomical,cheo,5,65
astronomical,cheoal,1,2
astronomical,cheockhedchy,1,1
astronomical,cheockhey,1,2
astronomical,cheockhy,1,10
astronomical,cheodaiin,1,11
astronomical,cheodaiir,1,1
astronomical,cheody,4,89
astronomical,cheoekeey,1,1
astronomical,cheokorchey,1,1
astronomical,cheol,2,173
astronomical,cheor,4,100
astronomical,cheorol,1,2
astronomical,cheos,2,33
astronomical,cheoteeo,1,1
astronomical,chesokeeoteody,1,1
astronomical,chesy,1,3
astronomical,chetal,1,1
astronomical,cheteedy,1,1
astronomical,cheteey,1,3
astronomical,chetegy,1,1
astronomical,chetey,1,5
astronomical,chety,1,25
astronomical,chey,2,344
astronomical,chkchdar,1,1
astronomical,chkchykoly,1,1
astronomical,chkeody,1,1
astronomical,chkey,1,8
astronomical,chkorchy,1,1
astronomical,chky,1,18
astronomical,cho,3,69
astronomical,chocfhy,1,1
astronomical,chockhdy,1,2
astronomical,chockhy,1,21
astronomical,chocphy,1,3
astronomical,choctheeey,1,1
astronomical,chod,1,9
astronomical,chodal,1,7
astronomical,chodalg,1,2
astronomical,chodar,1,14
astronomical,chodchy,1,4
astronomical,chody,1,94
astronomical,choeey,1,2
astronomical,choikhedy,1,1
astronomical,choikhy,1,2
astronomical,chok,1,5
astronomical,chokal,1,9
astronomical,chokchy,1,16
astronomical,chokeear,1,1
astronomical,chokeed,1,1
astronomical,chokeeey,1,2
astronomical,chokeey,1,11
astronomical,chokeody,1,5
astronomical,chokol,1,4
astronomical,choky,1,39
astronomical,chol,6,396
astronomical,cholar,1,2
astronomical,chor,2,219
astronomical,chos,3,38
astronomical,chotedy,1,2
astronomical,choteedy,1,1
astronomical,choteey,2,7
astronomical,choteoky,1,1
astronomical,chotey,1,9
astronomical,chparam,1,1
astronomical,chpiir,1,1
astronomical,chpor,1,2
astronomical,chso,1,2
astronomical,chteey,2,3
astronomical,chteokeeiin,1,1
astronomical,chy,4,155
astronomical,chykchr,1,1
astronomical,chykchy,1,3
astronomical,cpchety,1,1
astronomical,cpheeody,1,1
astronomical,cpheey,1,2
astronomical,cphocthy,1,1
astronomical,cphol,1,15
astronomical,cphy,1,16
astronomical,cthey,1,51
astronomical,cthody,1,18
astronomical,cthy,1,111
astronomical,cthyd,1,2
astronomical,dacheedy,1,1
astronomical,dacsary,1,1
astronomical,dady,1,5
astronomical,daiin,12,864
astronomical,daiir,7,23
astronomical,dain,4,211
astronomical,dair,7,106
astronomical,dairal,1,5
astronomical,dairkal,1,1
astronomical,dakan,1,1
astronomical,dakeey,1,1
astronomical,dal,6,253
astronomical,dalaiin,1,3
astronomical,dalar,1,5
astronomical,dalary,1,2
astronomical,dalches,1,1
astronomical,daldy,1,17
astronomical,daleesd,1,1
astronomical,dals,1,6
astronomical,dam,2,98
astronomical,damamm,1,1
astronomical,dar,10,319
astronomical,darall,1,1
astronomical,daram,2,7
astronomical,dararal,1,1
astronomical,daro,1,3
astronomical,dary,2,24
astronomical,dchaiin,1,5
astronomical,dchedal,1,1
astronomical,dchedy,1,27
astronomical,dcheedy,1,4
astronomical,dcheeody,1,2
astronomical,dcheeos,1,2
astronomical,dcheey,1,13
astronomical,dcheoldy,1,1
astronomical,dchetdy,1,1
astronomical,dchey,1,18
astronomical,dchodar,1,1
astronomical,dchokchr,1,1
astronomical,dchol,2,26
astronomical,dcholal,1,1
astronomical,dchor,1,26
astronomical,dchreo,1,1
astronomical,dchsykchy,1,1
astronomical,dchy,1,30
astronomical,dchykchy,1,1
astronomical,dchyky,1,1
astronomical,dechoekol,1,1
astronomical,deeety,1,1
astronomical,deeschdy,1,1
astronomical,dfar,1,1
astronomical,do,1,16
astronomical,doaro,1,1
astronomical,doiin,1,19
astronomical,doiir,1,8
astronomical,dokechy,1,1
astronomical,dol,3,117
astronomical,dolaiin,1,1
astronomical,dolchedy,1,3
astronomical,doleed,1,1
astronomical,dor,1,74
astronomical,dorar,1,2
astronomical,dorchy,1,1
astronomical,ds,1,4
astronomical,dshol,1,5
astronomical,dy,7,271
astronomical,dycheckhy,1,1
astronomical,dylchsody,1,1
astronomical,echkolal,1,1
astronomical,eees,1,9
astronomical,ees,1,6
astronomical,eesydy,1,1
astronomical,eetees,1,1
astronomical,ek,1,1
astronomical,ekey,1,2
astronomical,eky,1,1
astronomical,eoky,1,1
astronomical,eoporchy,1,1
astronomical,epaiin,1,2
astronomical,epairody,1,1
astronomical,epchy,1,1
astronomical,es,1,1
astronomical,etechy,1,1
astronomical,etocho,1,1
astronomical,g,1,11
astronomical,kchcsey,1,1
astronomical,kcheoey,1,1
astronomical,kchochy,1,1
astronomical,kchoty,1,1
astronomical,keeodal,1,2
astronomical,keeody,1,8
astronomical,keey,2,45
astronomical,keo,1,4
astronomical,keol,2,20
astronomical,kochardy,1,1
astronomical,koiin,1,5
astronomical,koldy,1,7
astronomical,l,1,59
astronomical,lkshykchy,1,1
astronomical,ls,1,10
astronomical,o,4,91
astronomical,oaiin,2,26
astronomical,oalchdm,1,1
astronomical,oalcheol,1,1
astronomical,ochodare,1,1
astronomical,ochol,1,5
astronomical,ochory,1,1
astronomical,ock,1,1
astronomical,ockheey,1,1
astronomical,ockhodar,1,1
astronomical,ockhosam,1,1
astronomical,ockhy,2,13
astronomical,ocphy,1,3
astronomical,octhchy,1,1
astronomical,octhey,1,6
astronomical,octhole,1,1
astronomical,octhys,1,1
astronomical,odaiiin,1,4
astronomical,odaiin,3,61
astronomical,odair,1,5
astronomical,odal,1,13
astronomical,odar,1,24
astronomical,odchd,1,1
astronomical,odchecthy,1,1
astronomical,odreeey,1,1
astronomical,oeecthy,1,1
astronomical,oeeeo,1,1
astronomical,oeees,1,9
astronomical,oeeos,1,2
astronomical,oekaiin,1,3
astronomical,oekain,1,1
astronomical,oekaody,1,1
astronomical,oekey,1,3
astronomical,oeoldan,1,1
astronomical,oepchol,1,2
astronomical,oetchdy,1,1
astronomical,oeteody,1,1
astronomical,ofcheor,1,1
astronomical,ofchsody,1,1
astronomical,ofor,1,2
astronomical,ofydy,1,1
astronomical,oiin,2,35
astronomical,oiinar,1,1
astronomical,oirsg,1,1
astronomical,okadar,1,1
astronomical,okady,1,2
astronomical,okaiin,1,212
astronomical,okain,1,144
astronomical,okaisy,1,1
astronomical,okal,2,138
astronomical,okalar,1,6
astronomical,okar,2,129
astronomical,okardy,1,2
astronomical,okchdy,1,21
astronomical,okcheody,1,3
astronomical,okchoal,1,1
astronomical,okchoda,1,2
astronomical,okchol,2,15
astronomical,okchor,1,20
astronomical,okchy,2,39
astronomical,okechdaral,1,1
astronomical,okechey,1,2
astronomical,okechoy,1,1
astronomical,okedy,1,118
astronomical,okeechor,1,1
astronomical,okeedy,1,105
astronomical,okeeoda,1,1
astronomical,okeeodaiin,1,2
astronomical,okeeodal,1,1
astronomical,okeeody,2,16
astronomical,okeeos,1,6
astronomical,okees,1,16
astronomical,okeey,6,176
astronomical,okemy,1,1
astronomical,okeo,2,14
astronomical,okeodaiin,1,2
astronomical,okeodly,1,1
astronomical,okeody,3,37
astronomical,okeohdar,1,1
astronomical,okeokedr,1,1
astronomical,okeol,2,66
astronomical,okeor,3,22
astronomical,okeos,2,14
astronomical,okeosar,1,2
astronomical,okesoe,1,1
astronomical,okey,4,64
astronomical,okeyteey,1,1
astronomical,okinaiir,1,1
astronomical,oko,1,8
astronomical,okoaiin,1,2
astronomical,okoaly,1,1
astronomical,okodaly,1,1
astronomical,okodas,1,1
astronomical,okol,4,83
astronomical,okolaldy,1,1
astronomical,okolchy,1,3
astronomical,okoldy,1,8
astronomical,okolshy,1,3
astronomical,okor,2,34
astronomical,okos,2,8
astronomical,oksheeoda,1,1
astronomical,okshor,1,2
astronomical,oky,2,102
astronomical,okyld,1,1
astronomical,ol,4,539
astronomical,olar,1,11
astronomical,olcheesey,1,1
astronomical,oldy,2,28
astronomical,oloesdr,1,1
astronomical,olol,1,18
astronomical,olor,1,31
astronomical,ols,2,18
astronomical,oly,2,57
astronomical,om,1,22
astronomical,opain,1,2
astronomical,opcheeol,1,1
astronomical,opcheey,1,5
astronomical,opcheody,1,3
astronomical,opchey,1,29
astronomical,opcholdy,1,1
astronomical,opocphor,1,1
astronomical,opodchol,1,1
astronomical,or,6,367
astronomical,oraly,1,2
astronomical,oram,1,10
astronomical,oran,1,2
astronomical,orasaly,1,1
astronomical,orchoer,1,1
astronomical,ordaiin,1,2
astronomical,oriid,1,1
astronomical,os,1,34
astronomical,osaiin,1,8
astronomical,osar,2,2
astronomical,oschaiin,1,1
astronomical,oshchey,1,1
astronomical,osheey,1,2
astronomical,oshey,1,7
astronomical,ot,2,10
astronomical,otaldy,1,7
astronomical,otaly,1,19
astronomical,otar,2,141
astronomical,otardy,1,2
astronomical,otch,1,2
astronomical,otchal,1,4
astronomical,otchdy,2,30
astronomical,otcheodar,1,1
astronomical,otcheody,1,2
astronomical,otcheoly,1,1
astronomical,otchl,1,1
astronomical,otchodal,1,1
astronomical,otchody,1,6
astronomical,otchoky,1,2
astronomical,otchos,1,4
astronomical,otchoy,1,1
astronomical,otchy,1,48
astronomical,otcsdo,1,1
astronomical,otcsey,1,1
astronomical,otechodor,1,1
astronomical,otechs,1,1
astronomical,otechy,1,4
astronomical,oteeeor,1,1
astronomical,oteees,1,3
astronomical,oteeody,2,11
astronomical,oteeol,1,9
astronomical,oteeos,3,10
astronomical,otees,1,10
astronomical,oteesy,1,1
astronomical,oteey,8,140
astronomical,oteeys,1,2
astronomical,oteo,2,13
astronomical,oteochedy,1,1
astronomical,oteodaiin,3,8
astronomical,oteodain,1,1
astronomical,oteodal,1,6
astronomical,oteodched,1,1
astronomical,oteol,1,42
astronomical,oteool,1,1
astronomical,oteos,2,29
astronomical,oteotey,1,4
astronomical,oteoys,1,1
astronomical,otey,2,57
astronomical,oteydy,1,1
astronomical,otgoldl,1,1
astronomical,otochedy,1,2
astronomical,otocs,1,1
astronomical,otodaiin,1,5
astronomical,otokeedar,1,1
astronomical,otoky,1,3
astronomical,otol,3,86
astronomical,otolchcthy,1,1
astronomical,otoldos,1,1
astronomical,otolor,1,2
astronomical,otor,3,46
astronomical,otorkeol,1,1
astronomical,otory,1,4
astronomical,otosey,1,1
astronomical,otoshol,1,1
astronomical,oty,1,115
astronomical,otychdy,1,1
astronomical,otydm,1,1
astronomical,otydy,1,3
astronomical,otykchs,1,1
astronomical,otys,1,1
astronomical,oydchy,1,1
astronomical,pchodais,1,1
astronomical,pchody,1,5
astronomical,psheody,1,5
astronomical,qaear,1,1
astronomical,qeykeey,1,1
astronomical,qkoy,1,1
astronomical,qochecthm,1,1
astronomical,qocheey,1,2
astronomical,qockheol,1,3
astronomical,qockhy,1,19
astronomical,qoeeckhy,1,1
astronomical,qoeeey,1,7
astronomical,qoekshg,1,1
astronomical,qofair,1,2
astronomical,qofchy,1,2
astronomical,qoikeey,1,1
astronomical,qokchdar,1,1
astronomical,qokchdy,2,56
astronomical,qokcheor,1,2
astronomical,qokchy,1,69
astronomical,qokeechy,1,6
astronomical,qokeeedy,1,5
astronomical,qokeeody,1,13
astronomical,qokeey,4,308
astronomical,qokeochy,1,2
astronomical,qokeol,1,52
astronomical,qokey,1,107
astronomical,qokiiiody,1,1
astronomical,qokoaiin,1,1
astronomical,qokol,1,105
astronomical,qokolchey,1,1
astronomical,qokool,1,1
astronomical,qool,1,5
astronomical,qoteeody,1,6
astronomical,qoteey,1,42
astronomical,qotoear,1,1
astronomical,r,1,99
astronomical,rain,1,26
astronomical,rar,1,21
astronomical,rcheodal,1,1
astronomical,rfchykchey,1,1
astronomical,ror,1,17
astronomical,s,7,255
astronomical,sacthhy,1,1
astronomical,saiin,1,144
astronomical,sain,1,68
astronomical,sainn,1,1
astronomical,sair,1,28
astronomical,sal,1,55
astronomical,salar,1,2
astronomical,salsoiin,1,1
astronomical,sar,6,84
astronomical,saral,1,6
astronomical,sary,1,8
astronomical,scheos,1,1
astronomical,seeder,1,1
astronomical,seekey,1,1
astronomical,seeoar,1,1
astronomical,ses,1,1
astronomical,sh,1,15
astronomical,shchey,1,2
astronomical,shchy,1,5
astronomical,shcthey,1,7
astronomical,shdar,1,9
astronomical,shdy,2,46
astronomical,sheal,1,19
astronomical,sheees,1,2
astronomical,sheely,1,1
astronomical,sheeor,1,9
astronomical,shees,1,9
astronomical,sheetey,1,2
astronomical,shekchy,1,5
astronomical,shekeey,2,6
astronomical,sheo,1,47
astronomical,sheody,1,50
astronomical,sheokeey,1,2
astronomical,sheol,1,114
astronomical,sheos,1,17
astronomical,sheosam,1,1
astronomical,sheoy,1,4
astronomical,shes,4,13
astronomical,shety,1,9
astronomical,shey,7,283
astronomical,shhy,1,1
astronomical,shkeey,1,3
astronomical,sho,1,130
astronomical,shocthy,1,12
astronomical,shokchy,1,9
astronomical,shokeolls,1,1
astronomical,shokey,1,5
astronomical,shot,1,3
astronomical,shr,1,2
astronomical,shsdy,1,2
astronomical,shteody,1,1
astronomical,shy,1,107
astronomical,shyokeey,1,1
astronomical,siiin,1,1
astronomical,soairal,1,1
astronomical,soar,1,2
astronomical,sochy,1,1
astronomical,socths,1,1
astronomical,sodar,1,6
astronomical,soeokeot,1,1
astronomical,soeor,1,1
astronomical,soeteed,1,1
astronomical,sol,2,75
astronomical,sor,2,57
astronomical,soraiis,1,1
astronomical,sory,1,5
astronomical,sosaiir,1,1
astronomical,soshe,1,1
astronomical,sotey,1,2
astronomical,soy,1,4
astronomical,sshey,1,6
astronomical,syshees,1,1
astronomical,tcheos,1,2
astronomical,teeodaiin,1,2
astronomical,teeody,1,4
astronomical,teeos,1,3
astronomical,teodain,1,1
astronomical,tochso,1,1
astronomical,todaiin,1,9
astronomical,todaraiily,1,1
astronomical,toeeodcthy,1,1
astronomical,toees,2,3
astronomical,tol,1,48
astronomical,tsheeor,1,2
astronomical,y,3,176
astronomical,ycheety,1,1
astronomical,ycheo,1,15
astronomical,ycheody,1,3
astronomical,ychsy,1,1
astronomical,ydag,1,1
astronomical,ydaiin,2,21
astronomical,ydchos,1,1
astronomical,ydoly,1,1
astronomical,yeed,1,1
astronomical,yekees,1,1
astronomical,yfain,1,1
astronomical,ykaly,1,6
astronomical,ykar,1,36
astronomical,ykaras,1,1
astronomical,ykas,1,1
astronomical,ykchdy,1,8
astronomical,ykchey,2,6
astronomical,ykchos,1,1
astronomical,ykchs,1,2
astronomical,ykchyr,1,1
astronomical,ykchys,1,1
astronomical,ykecho,1,2
astronomical,ykeechy,1,3
astronomical,ykeedal,1,1
astronomical,ykeeepol,1,1
astronomical,ykeeey,1,6
astronomical,ykeeody,2,12
astronomical,ykeey,2,58
astronomical,ykeeykeey,1,1
astronomical,ykeodar,1,2
astronomical,ykeody,3,16
astronomical,ykeos,1,3
astronomical,ykeoshe,1,1
astronomical,ykoaiin,1,2
astronomical,ykoo,1,1
astronomical,ykor,3,11
astronomical,yky,2,19
astronomical,ypair,1,3
astronomical,ypcheg,1,1
astronomical,ypchy,1,4
astronomical,yrl,1,1
astronomical,ysaldal,1,1
astronomical,yshesos,1,1
astronomical,yshey,1,12
astronomical,ytalchos,1,1
astronomical,ytchody,1,5
astronomical,ytchodyy,1,1
astronomical,ytchoy,1,3
astronomical,ytchy,1,20
astronomical,yteeoey,1,1
astronomical,yteod,1,2
astronomical,yteody,3,14
astronomical,yteoor,1,1
astronomical,yteos,1,3
astronomical,yto,2,5
astronomical,ytoaiin,1,1
astronomical,ytodal,1,1
astronomical,ytody,1,9
astronomical,ytoeopchey,1,1
astronomical,ytokar,1,1
astronomical,ytor,1,14
astronomical,ytoy,1,2
biological,ady,1,1
biological,aiiin,5,41
biological,aiin,32,470
biological,aiiny,2,4
biological,ain,17,92
biological,aindar,1,1
biological,air,2,74
biological,aithy,1,5
biological,al,23,261
biological,alaldy,1,1
biological,alchdy,1,2
biological,alchedy,1,4
biological,alchey,1,4
biological,aldy,2,14
biological,alkedy,1,2
biological,alol,2,9
biological,alolor,1,1
biological,alom,1,6
biological,alory,1,1
biological,alshees,1,1
biological,alshy,1,2
biological,aly,4,29
biological,am,3,88
biological,aol,1,1
biological,ar,21,353
biological,aral,1,16
biological,arar,1,7
biological,arol,6,12
biological,aror,4,6
biological,arotey,1,1
biological,ary,4,26
biological,aryly,1,1
biological,c,1,8
biological,cfhdorol,1,1
biological,cfheey,1,1
biological,ch,1,8
biological,chain,1,18
biological,chal,7,48
biological,chaloly,1,1
biological,chaly,1,5
biological,cham,2,20
biological,char,5,72
biological,charor,1,1
biological,chary,1,6
biological,chcfhdy,1,1
biological,chchky,1,1
biological,chchty,1,1
biological,chckh,1,3
biological,chckhal,2,5
biological,chckhd,1,4
biological,chckhdy,5,13
biological,chckhedy,5,11
biological,chckheed,1,1
biological,chckhey,9,30
biological,chckhor,1,2
biological,chckhy,41,140
biological,chckhyd,1,1
biological,chcphdy,1,2
biological,chcphedy,1,3
biological,chcphey,2,3
biological,chcphhy,1,3
biological,chcphy,1,11
biological,chcthdy,1,7
biological,chcthedy,2,7
biological,chcthey,1,7
biological,chcthhy,2,7
biological,chcthy,23,79
biological,chd,1,8
biological,chdain,1,9
biological,chdal,1,19
biological,chdam,1,10
biological,chdar,3,20
biological,chdol,1,2
biological,chdor,1,8
biological,chdy,23,152
biological,cheal,6,30
biological,chealor,1,1
biological,chealror,1,1
biological,chealy,2,3
biological,chear,5,51
biological,chechol,1,1
biological,checkhdy,1,2
biological,checkhey,1,10
biological,checkho,1,1
biological,checkhy,20,47
biological,checphedy,1,1
biological,checthedy,1,2
biological,checthey,2,4
biological,checthy,17,28
biological,ched,6,23
biological,chedaiin,5,32
biological,chedain,2,19
biological,chedal,2,24
biological,chedar,4,30
biological,chedchey,1,1
biological,chedchy,1,1
biological,chedol,3,6
biological,chedor,1,2
biological,chedy,210,501
biological,chedykar,1,1
biological,chedyl,1,1
biological,chedyor,1,1
biological,chedyr,1,1
biological,cheeaiin,1,2
biological,cheedar,1,5
biological,cheedy,25,59
biological,cheeety,1,1
biological,cheef,1,2
biological,cheekey,1,6
biological,cheeky,10,24
biological,cheel,1,1
biological,cheen,1,3
biological,cheeol,2,9
biological,cheeor,1,14
biological,chees,5,33
biological,cheety,2,3
biological,cheey,40,174
biological,cheg,1,3
biological,chek,1,3
biological,chekain,2,7
biological,chekal,1,12
biological,chekam,1,1
biological,chekar,2,8
biological,chekear,1,1
biological,chekeedy,1,4
biological,chekes,1,1
biological,cheky,10,65
biological,cheokain,1,4
biological,cheoky,2,10
biological,cheol,30,173
biological,cheolchdy,1,1
biological,cheolchey,1,1
biological,cheoldy,1,5
biological,cheolkain,1,1
biological,cheoltain,1,1
biological,cheoly,1,5
biological,cheor,12,100
biological,cheory,1,3
biological,chep,1,4
biological,chepchedy,1,2
biological,chepol,1,1
biological,chepy,1,7
biological,ches,11,36
biological,chesy,1,3
biological,chetain,2,5
biological,chetas,1,1
biological,chetedy,2,3
biological,chetey,2,5
biological,chety,5,25
biological,chey,94,344
biological,cheykain,1,1
biological,cheyky,1,3
biological,chfaiin,1,1
biological,chkaiin,1,18
biological,chkain,3,12
biological,chkal,1,13
biological,chkam,1,3
biological,chkar,1,12
biological,chkarol,1,1
biological,chkedy,3,5
biological,chkeedy,2,2
biological,chkeey,1,13
biological,chky,1,18
biological,chl,4,26
biological,chlaiiin,1,1
biological,chlchpsheey,1,1
biological,chldaiin,1,1
biological,chlr,1,1
biological,chls,1,3
biological,chodaiin,1,44
biological,chody,1,94
biological,chol,14,396
biological,cholchey,1,2
biological,cholkaiin,1,4
biological,cholkeeey,1,2
biological,cholo,1,3
biological,cholor,1,5
biological,choly,1,15
biological,chopchedy,1,2
biological,chor,1,219
biological,choty,1,37
biological,chpchedy,1,1
biological,chpsheedy,1,1
biological,chr,2,9
biological,chs,1,19
biological,chsdy,2,3
biological,chshy,1,2
biological,chtair,1,1
biological,chtal,1,6
biological,chtedy,1,2
biological,chtedytar,1,1
biological,chtol,1,5
biological,chtorol,1,1
biological,chty,2,13
biological,chy,9,155
biological,chyteey,1,1
biological,ckhain,1,1
biological,ckhdy,1,4
biological,ckhedy,1,4
biological,ckhey,1,32
biological,ckhy,1,39
biological,ckol,1,1
biological,cpchy,1,1
biological,cphal,1,2
biological,cphar,1,4
biological,cphdor,1,1
biological,cphedy,1,8
biological,cphey,2,6
biological,cphol,1,15
biological,cseckhdy,1,1
biological,csedy,4,6
biological,cseedy,1,1
biological,cseeky,2,2
biological,cseey,1,2
biological,cseol,1,1
biological,cthal,1,7
biological,cthar,1,21
biological,cthcthey,1,1
biological,cthdy,3,8
biological,cthedy,3,10
biological,cther,1,1
biological,cthey,1,51
biological,cthol,2,61
biological,cthor,2,45
biological,cthy,1,111
biological,d,3,52
biological,da,2,9
biological,dackhy,1,1
biological,dag,1,1
biological,daiidy,1,7
biological,daiiin,2,17
biological,daiil,1,1
biological,daiin,84,864
biological,dail,1,2
biological,dain,47,211
biological,dainy,1,1
biological,dair,3,106
biological,dairam,1,2
biological,dairchey,1,1
biological,dairol,1,2
biological,dairydy,1,1
biological,daisoldy,1,1
biological,dal,68,253
biological,dalaiin,1,3
biological,dalal,1,5
biological,dalar,1,5
biological,dalary,1,2
biological,dalchckhy,1,1
biological,dalchdy,1,5
biological,dalched,1,1
biological,dalchedy,1,4
biological,daldy,5,17
biological,dalkar,1,3
biological,dalkeeey,1,1
biological,dalky,1,1
biological,dalo,2,3
biological,dalohey,1,1
biological,dalol,1,7
biological,dalom,1,2
biological,dalshal,1,1
biological,dalshdy,1,3
biological,dalshedy,1,1
biological,daltedy,1,1
biological,daly,9,30
biological,dam,8,98
biological,dar,69,319
biological,darair,1,1
biological,daraloikhy,1,1
biological,darchdar,1,1
biological,darcheedal,1,1
biological,darchey,1,1
biological,darchy,1,1
biological,daro,1,3
biological,darol,2,3
biological,darolsy,1,1
biological,darom,1,3
biological,daror,1,3
biological,darory,1,1
biological,darshey,1,1
biological,dary,5,24
biological,daryry,1,1
biological,das,1,5
biological,dasy,1,1
biological,day,1,1
biological,dchckhedy,1,1
biological,dchdy,4,8
biological,dched,1,3
biological,dchedaly,1,1
biological,dchedy,9,27
biological,dchee,1,1
biological,dcheedy,1,4
biological,dcheey,1,13
biological,dcheo,1,7
biological,dcheol,3,8
biological,dchey,2,18
biological,dchokol,1,1
biological,dchol,2,26
biological,dchor,1,26
biological,dchy,2,30
biological,dcsedy,1,1
biological,dedy,2,2
biological,deedy,2,2
biological,deeedy,1,2
biological,deey,1,7
biological,dkain,1,2
biological,dkedy,2,2
biological,dkeey,1,1
biological,dkshey,1,2
biological,dl,5,20
biological,dlshedy,1,1
biological,dly,1,2
biological,doiin,1,19
biological,doiis,1,1
biological,doin,1,4
biological,dokal,1,1
biological,dokedy,1,1
biological,dol,34,117
biological,dolchedy,1,3
biological,dolcheedy,1,1
biological,dolchl,1,1
biological,doldy,1,2
biological,doledy,1,1
biological,dolfchedy,1,1
biological,dolkedy,1,1
biological,dolol,1,1
biological,dolor,1,2
biological,dolshed,1,1
biological,dolshedy,2,2
biological,dor,8,74
biological,doraiin,1,1
biological,dotedy,1,1
biological,doteey,1,1
biological,drol,1,1
biological,dshdy,1,2
biological,dsheckhy,1,1
biological,dshedy,22,36
biological,dsheedal,1,1
biological,dsheedy,1,4
biological,dshees,1,2
biological,dsheey,2,8
biological,dsheol,2,9
biological,dshey,3,14
biological,dshol,1,5
biological,dsholyd,1,1
biological,dshor,1,14
biological,dy,52,271
biological,dychedy,1,2
biological,dykaiin,1,3
biological,dykain,1,1
biological,dykedy,1,2
biological,dykeedy,2,2
biological,dykshy,1,1
biological,dyky,1,5
biological,dylches,1,1
biological,dym,1,1
biological,dys,1,2
biological,dytain,1,1
biological,dytary,1,1
biological,dytedy,1,2
biological,dytey,1,1
biological,dyty,1,2
biological,eedy,1,6
biological,eeedy,1,8
biological,eeesal,1,1
biological,ees,1,6
biological,eesey,1,1
biological,eey,1,5
biological,efaloir,1,1
biological,efchedy,1,1
biological,ekedy,1,1
biological,epchey,1,1
biological,eses,1,1
biological,ety,1,7
biological,fcham,1,1
biological,fchedy,5,11
biological,fchor,1,3
biological,fshedy,1,2
biological,ikhey,1,1
biological,iphy,1,1
biological,ithey,1,1
biological,ithhy,1,1
biological,k,1,14
biological,kaiin,6,65
biological,kain,17,48
biological,kair,2,14
biological,kal,6,23
biological,kaldy,1,4
biological,kam,3,9
biological,kan,1,3
biological,kar,6,52
biological,kary,2,5
biological,kas,2,4
biological,kchdy,3,20
biological,kchedy,4,22
biological,kchey,3,21
biological,kchol,1,21
biological,kechdy,1,4
biological,kechey,1,1
biological,kedy,19,44
biological,keed,2,2
biological,keedy,18,53
biological,keeedy,3,3
biological,keeol,1,13
biological,keeoly,1,1
biological,keeor,1,8
biological,keeshy,1,1
biological,keey,4,45
biological,keol,2,20
biological,keoly,1,1
biological,kesd,1,1
biological,key,2,13
biological,kol,2,37
biological,kolchdy,1,1
biological,koldy,3,7
biological,kolkedy,1,1
biological,kolpy,1,1
biological,kolshd,1,1
biological,kor,1,26
biological,korchy,1,2
biological,koroiin,1,1
biological,korol,1,1
biological,korols,1,1
biological,kotaly,1,1
biological,kshdy,1,5
biological,kshedy,1,6
biological,ksheol,1,2
biological,kshey,2,6
biological,ky,4,25
biological,l,10,59
biological,laiin,2,13
biological,lal,3,7
biological,lam,1,6
biological,lar,2,6
biological,las,1,1
biological,lch,1,3
biological,lchar,1,3
biological,lchcphedy,1,1
biological,lchcthy,1,1
biological,lchdy,5,18
biological,lcheam,1,3
biological,lchear,1,1
biological,lcheckhedy,1,1
biological,lcheckhey,1,1
biological,lcheckhy,3,3
biological,lched,3,6
biological,lchedal,1,1
biological,lchedam,1,2
biological,lchedar,1,2
biological,lchedy,59,119
biological,lcheedy,2,9
biological,lcheeor,1,1
biological,lchees,1,2
biological,lcheey,3,13
biological,lcheol,3,8
biological,lchey,22,45
biological,lchl,1,2
biological,lchol,1,4
biological,lchor,3,6
biological,lchpchdy,1,1
biological,lchs,1,2
biological,lchy,7,8
biological,ld,1,4
biological,ldaiin,2,3
biological,ldalor,1,1
biological,ldar,1,5
biological,ldchey,1,1
biological,ldol,2,2
biological,ldy,10,25
biological,lfcheol,1,1
biological,lfol,1,1
biological,lgl,1,1
biological,lkaiin,5,49
biological,lkain,6,35
biological,lkamo,1,1
biological,lkar,5,30
biological,lkchedy,2,16
biological,lkchey,1,8
biological,lkedey,1,1
biological,lkedy,7,29
biological,lkeed,1,3
