section,token,section_share,overall_share
astronomical,chkeody,0.001176470588235294,2.6338662522717095e-05
astronomical,chkey,0.001176470588235294,0.00021070930018173676
astronomical,chkorchy,0.001176470588235294,2.6338662522717095e-05
astronomical,chky,0.001176470588235294,0.0004740959254089077
astronomical,cho,0.0035294117647058825,0.0018173677140674797
astronomical,chocfhy,0.001176470588235294,2.6338662522717095e-05
astronomical,chockhdy,0.001176470588235294,5.267732504543419e-05
astronomical,chockhy,0.001176470588235294,0.000553111912977059
astronomical,chocphy,0.001176470588235294,7.90159875681513e-05
astronomical,choctheeey,0.001176470588235294,2.6338662522717095e-05
astronomical,chod,0.001176470588235294,0.00023704796270445386
astronomical,chodal,0.001176470588235294,0.0001843706376590197
astronomical,chodalg,0.001176470588235294,5.267732504543419e-05
astronomical,chodar,0.001176470588235294,0.0003687412753180394
astronomical,chodchy,0.001176470588235294,0.00010535465009086838
astronomical,chody,0.001176470588235294,0.002475834277135407
astronomical,choeey,0.001176470588235294,5.267732504543419e-05
astronomical,choikhedy,0.001176470588235294,2.6338662522717095e-05
astronomical,choikhy,0.001176470588235294,5.267732504543419e-05
astronomical,chok,0.001176470588235294,0.0001316933126135855
astronomical,chokal,0.001176470588235294,0.00023704796270445386
astronomical,chokchy,0.001176470588235294,0.0004214186003634735
astronomical,chokeear,0.001176470588235294,2.6338662522717095e-05
astronomical,chokeed,0.001176470588235294,2.6338662522717095e-05
astronomical,chokeeey,0.001176470588235294,5.267732504543419e-05
astronomical,chokeey,0.001176470588235294,0.00028972528774988805
astronomical,chokeody,0.001176470588235294,0.0001316933126135855
astronomical,chokol,0.001176470588235294,0.00010535465009086838
astronomical,choky,0.001176470588235294,0.0010272078383859668
astronomical,chol,0.007058823529411765,0.01043011035899597
astronomical,cholar,0.001176470588235294,5.267732504543419e-05
astronomical,chor,0.002352941176470588,0.005768167092475044
astronomical,chos,0.0035294117647058825,0.0010008691758632497
astronomical,chotedy,0.001176470588235294,5.267732504543419e-05
