token,position_class,position_count,overall_count,position_share,overall_share,overrepresentation_ratio
shar,line_medial,29,34,0.0010223867442270404,0.0008955145257723813,1.1416752211196484
cthol,line_medial,52,61,0.001833245196545038,0.001606658413885743,1.1410298422495977
qokey,line_medial,91,107,0.0032081790939538163,0.0028182368899307294,1.138363884674248
kchdy,line_medial,17,20,0.0005993301604089547,0.000526773250454342,1.137738410012339
qoeedy,line_medial,17,20,0.0005993301604089547,0.000526773250454342,1.137738410012339
tal,line_medial,17,20,0.0005993301604089547,0.000526773250454342,1.137738410012339
r,line_medial,84,99,0.0029613960867265997,0.0026075275897489924,1.1357103558055437
l,line_medial,50,59,0.0017627357659086903,0.0015539810888403087,1.1343354038009363
okain,line_medial,122,144,0.004301075268817204,0.0037927674032712617,1.1340203106332138
otal,line_medial,121,143,0.0042658205534990305,0.0037664287407485446,1.1325902724104735
olaiin,line_medial,44,52,0.0015512074739996475,0.001369610451181289,1.1325902724104733
oteody,line_medial,33,39,0.0011634056054997356,0.0010272078383859668,1.1325902724104733
qokeeey,line_medial,22,26,0.0007756037369998237,0.0006848052255906445,1.1325902724104733
chkeey,line_medial,11,13,0.00038780186849991186,0.00034240261279532225,1.1325902724104733
choy,line_medial,11,13,0.00038780186849991186,0.00034240261279532225,1.1325902724104733
chty,line_medial,11,13,0.00038780186849991186,0.00034240261279532225,1.1325902724104733
cthaiin,line_medial,11,13,0.00038780186849991186,0.00034240261279532225,1.1325902724104733
opaiin,line_medial,11,13,0.00038780186849991186,0.00034240261279532225,1.1325902724104733
oteo,line_medial,11,13,0.00038780186849991186,0.00034240261279532225,1.1325902724104733
otshedy,line_medial,11,13,0.00038780186849991186,0.00034240261279532225,1.1325902724104733
ytain,line_medial,11,13,0.00038780186849991186,0.00034240261279532225,1.1325902724104733
qokaiin,line_medial,221,262,0.007791292085316411,0.006900729580951879,1.1290533839817107
oteey,line_medial,118,140,0.004160056407544509,0.0036874127531803936,1.1281775830374454
shy,line_medial,90,107,0.0031729243786356425,0.0028182368899307294,1.1258543914360695
okal,line_medial,116,138,0.0040895469769081615,0.0036347354281349594,1.125129203422262
ky,line_medial,21,25,0.0007403490216816499,0.0006584665630679274,1.1243532522474882
okaiin,line_medial,178,212,0.006275339326634937,0.0055837964548160245,1.1238481519544747
choty,line_medial,31,37,0.001092896174863388,0.0009745305133405326,1.121459164082115
qol,line_medial,126,151,0.0044420941300898995,0.003977138040930282,1.116907204219359
olkeedy,line_medial,35,42,0.0012339150361360832,0.001106223825954118,1.1154298137375875
qokor,line_medial,30,36,0.0010576414595452142,0.0009481918508178154,1.1154298137375875
chky,line_medial,15,18,0.0005288207297726071,0.0004740959254089077,1.1154298137375875
chocthy,line_medial,15,18,0.0005288207297726071,0.0004740959254089077,1.1154298137375875
cthody,line_medial,15,18,0.0005288207297726071,0.0004740959254089077,1.1154298137375875
lshey,line_medial,15,18,0.0005288207297726071,0.0004740959254089077,1.1154298137375875
qokaly,line_medial,15,18,0.0005288207297726071,0.0004740959254089077,1.1154298137375875
ytedy,line_medial,20,24,0.0007050943063634761,0.0006321279005452104,1.1154298137375873
oteeo,line_medial,10,12,0.00035254715318173806,0.0003160639502726052,1.1154298137375873
qoteody,line_medial,10,12,0.00035254715318173806,0.0003160639502726052,1.1154298137375873
shocthy,line_medial,10,12,0.00035254715318173806,0.0003160639502726052,1.1154298137375873
ypchedy,line_medial,10,12,0.00035254715318173806,0.0003160639502726052,1.1154298137375873
cheody,line_medial,74,89,0.0026088489335448616,0.0023441409645218216,1.1129232298864917
olkeey,line_medial,33,40,0.0011634056054997356,0.001053546500908684,1.1042755156002115
qoteedy,line_medial,61,74,0.002150537634408602,0.001949061026681065,1.1033711130485324
os,line_medial,28,34,0.0009871320289088666,0.0008955145257723813,1.102307110046557
qotaiin,line_medial,65,79,0.0022915564956812974,0.0020807543392946507,1.1013104490067318
chaiin,line_medial,37,45,0.0013044244667724308,0.0011852398135222693,1.1005574162210863
dol,line_medial,96,117,0.0033844526705446853,0.0030816235151579,1.0982693550647016
lchedy,line_medial,97,119,0.003419707385862859,0.0031343008402033344,1.091059078311388
okeeey,line_medial,22,27,0.0007756037369998237,0.0007111438881133616,1.0906424845434188
olkedy,line_medial,22,27,0.0007756037369998237,0.0007111438881133616,1.0906424845434188
otol,line_medial,70,86,0.0024678300722721664,0.00226512497695367,1.089489585511132
chokchy,line_medial,13,16,0.0004583112991362595,0.0004214186003634735,1.0875440683941477
cphy,line_medial,13,16,0.0004583112991362595,0.0004214186003634735,1.0875440683941477
okees,line_medial,13,16,0.0004583112991362595,0.0004214186003634735,1.0875440683941477
ykal,line_medial,13,16,0.0004583112991362595,0.0004214186003634735,1.0875440683941477
oteol,line_medial,34,42,0.0011986603208179094,0.001106223825954118,1.083560390487942
chockhy,line_medial,17,21,0.0005993301604089547,0.000553111912977059,1.083560390487942
okchdy,line_medial,17,21,0.0005993301604089547,0.000553111912977059,1.083560390487942
otair,line_medial,17,21,0.0005993301604089547,0.000553111912977059,1.083560390487942
qotol,line_medial,38,47,0.0013396791820906046,0.0012379171385677036,1.0822042448177442
kor,line_medial,21,26,0.0007403490216816499,0.0006848052255906445,1.0811088963918154
ykar,line_medial,29,36,0.0010223867442270404,0.0009481918508178154,1.0782488199463345
otor,line_medial,37,46,0.0013044244667724308,0.0012115784760449865,1.0766322549988887
odaiin,line_medial,49,61,0.0017274810505905165,0.001606658413885743,1.0752011975044284
okeol,line_medial,53,66,0.0018684999118632117,0.0017383517264993283,1.0748687296016752
lchey,line_medial,36,45,0.001269169751454257,0.0011852398135222693,1.070812621188084
okchedy,line_medial,20,25,0.0007050943063634761,0.0006584665630679274,1.070812621188084
okchol,line_medial,12,15,0.00042305658381808567,0.00039507993784075645,1.070812621188084
okeeo,line_medial,12,15,0.00042305658381808567,0.00039507993784075645,1.070812621188084
qokeed,line_medial,12,15,0.00042305658381808567,0.00039507993784075645,1.070812621188084
teol,line_medial,12,15,0.00042305658381808567,0.00039507993784075645,1.070812621188084
s,line_medial,203,255,0.0071567072095892826,0.00671635894329286,1.0655635397116716
chodaiin,line_medial,35,44,0.0012339150361360832,0.0011589011509995522,1.064728458567697
okol,line_medial,66,83,0.002326811210999471,0.002186108989385519,1.064361942747192
choky,line_medial,31,39,0.001092896174863388,0.0010272078383859668,1.0639484377189294
okor,line_medial,27,34,0.0009518773135906928,0.0008955145257723813,1.0629389989734657
olchey,line_medial,23,29,0.0008108584523179975,0.0007638212131587958,1.0615814779019799
opchdy,line_medial,15,19,0.0005288207297726071,0.0005004345879316248,1.0567229814356092
qo,line_medial,22,28,0.0007756037369998237,0.0007374825506360788,1.0516909672382966
k,line_medial,11,14,0.00038780186849991186,0.0003687412753180394,1.0516909672382966
ykol,line_medial,11,14,0.00038780186849991186,0.0003687412753180394,1.0516909672382966
kal,line_medial,18,23,0.0006345848757271285,0.0006057892380224932,1.0475340859448647
qoaiin,line_medial,18,23,0.0006345848757271285,0.0006057892380224932,1.0475340859448647
chkaiin,line_medial,14,18,0.0004935660144544333,0.0004740959254089077,1.0410678261550816
ykeey,line_medial,45,58,0.0015864621893178213,0.0015276424263175915,1.0385036196867194
ckhy,line_medial,30,39,0.0010576414595452142,0.0010272078383859668,1.0296275203731575
rain,line_medial,20,26,0.0007050943063634761,0.0006848052255906445,1.0296275203731575
laiin,line_medial,10,13,0.00035254715318173806,0.00034240261279532225,1.0296275203731575
lcheey,line_medial,10,13,0.00035254715318173806,0.00034240261279532225,1.0296275203731575
odal,line_medial,10,13,0.00035254715318173806,0.00034240261279532225,1.0296275203731575
olain,line_medial,10,13,0.00035254715318173806,0.00034240261279532225,1.0296275203731575
qotchol,line_medial,10,13,0.00035254715318173806,0.00034240261279532225,1.0296275203731575
qoky,line_medial,113,147,0.00398378283095364,0.003871783390839413,1.02892709348855
dchy,line_medial,23,30,0.0008108584523179975,0.0007901598756815129,1.0261954286385804
otchdy,line_medial,23,30,0.0008108584523179975,0.0007901598756815129,1.0261954286385804
ykeedy,line_medial,23,30,0.0008108584523179975,0.0007901598756815129,1.0261954286385804
cheeo,line_medial,13,17,0.0004583112991362595,0.00044775726288619064,1.0235708879003742
chokaiin,line_medial,13,17,0.0004583112991362595,0.00044775726288619064,1.0235708879003742
lky,line_medial,13,17,0.0004583112991362595,0.00044775726288619064,1.0235708879003742
chos,line_medial,29,38,0.0010223867442270404,0.0010008691758632497,1.0214988820544222
shor,line_medial,74,97,0.0026088489335448616,0.0025548502647035586,1.0211357470092552
dal,line_medial,193,253,0.0068041600564075445,0.006663681618247426,1.0210812049866609
rar,line_medial,16,21,0.0005640754450907809,0.000553111912977059,1.0198215439886513
qoty,line_medial,66,87,0.002326811210999471,0.0022914636394763873,1.015425761471459
qokchy,line_medial,52,69,0.001833245196545038,0.0018173677140674797,1.008736527206166
okchey,line_medial,24,32,0.0008461131676361713,0.000842837200726947,1.0038868323638288
do,line_medial,12,16,0.00042305658381808567,0.0004214186003634735,1.0038868323638288
okody,line_medial,12,16,0.00042305658381808567,0.0004214186003634735,1.0038868323638288
odar,line_medial,18,24,0.0006345848757271285,0.0006321279005452104,1.0038868323638286
yty,line_medial,18,24,0.0006345848757271285,0.0006321279005452104,1.0038868323638286
rol,line_medial,15,20,0.0005288207297726071,0.000526773250454342,1.0038868323638286
cthy,line_medial,83,111,0.002926141371408426,0.002923591540021598,1.0008721571915649
sho,line_medial,97,130,0.003419707385862859,0.0034240261279532224,0.9987386947619629
lor,line_medial,32,43,0.0011281508901815618,0.001132562488476835,0.9961047638958921
dar,line_medial,236,319,0.008320112815089018,0.008402033344746753,0.9902499161457202
olshedy,line_medial,17,23,0.0005993301604089547,0.0006057892380224932,0.9893377478368166
olchedy,line_medial,28,38,0.0009871320289088666,0.0010008691758632497,0.9862747826732352
oraiin,line_medial,28,38,0.0009871320289088666,0.0010008691758632497,0.9862747826732352
choly,line_medial,11,15,0.00038780186849991186,0.00039507993784075645,0.9815782360890769
opchy,line_medial,11,15,0.00038780186849991186,0.00039507993784075645,0.9815782360890769
sh,line_medial,11,15,0.00038780186849991186,0.00039507993784075645,0.9815782360890769
tchdy,line_medial,11,15,0.00038780186849991186,0.00039507993784075645,0.9815782360890769
ykeol,line_medial,11,15,0.00038780186849991186,0.00039507993784075645,0.9815782360890769
oty,line_medial,84,115,0.0029613960867265997,0.003028946190112466,0.9776984802152071
okeody,line_medial,27,37,0.0009518773135906928,0.0009745305133405326,0.976754755813455
shody,line_medial,40,55,0.0014101886127269522,0.0014486264387494404,0.9734660192618945
lchdy,line_medial,13,18,0.0004583112991362595,0.0004740959254089077,0.9667058385725757
odain,line_medial,13,18,0.0004583112991362595,0.0004740959254089077,0.9667058385725757
ytaiin,line_medial,31,43,0.001092896174863388,0.001132562488476835,0.9649764900241454
qokeor,line_medial,15,21,0.0005288207297726071,0.000553111912977059,0.9560826974893607
otchol,line_medial,20,28,0.0007050943063634761,0.0007374825506360788,0.9560826974893606
otody,line_medial,10,14,0.00035254715318173806,0.0003687412753180394,0.9560826974893606
ykaiin,line_medial,32,45,0.0011281508901815618,0.0011852398135222693,0.9518334410560746
ror,line_medial,12,17,0.00042305658381808567,0.00044775726288619064,0.9448346657541917
o,line_medial,64,91,0.0022563017803631236,0.002396818289567256,0.9413737329126012
ody,line_medial,33,47,0.0011634056054997356,0.0012379171385677036,0.9398089494469885
okchor,line_medial,14,20,0.0004935660144544333,0.000526773250454342,0.9369610435395733
ytchy,line_medial,14,20,0.0004935660144544333,0.000526773250454342,0.9369610435395733
daiir,line_medial,16,23,0.0005640754450907809,0.0006057892380224932,0.9311414097287686
ytar,line_medial,18,26,0.0006345848757271285,0.0006848052255906445,0.9266647683358419
okchy,line_medial,27,39,0.0009518773135906928,0.0010272078383859668,0.9266647683358418
tain,line_medial,11,16,0.00038780186849991186,0.0004214186003634735,0.9202295963335096
oky,line_medial,70,102,0.0024678300722721664,0.0026865435773171437,0.9185892583721308
olky,line_medial,15,22,0.0005288207297726071,0.0005794505754997761,0.9126243930580261
ykchy,line_medial,15,22,0.0005288207297726071,0.0005794505754997761,0.9126243930580261
dair,line_medial,71,106,0.00250308478759034,0.0027918982274080122,0.8965530200985137
daiin,line_medial,574,864,0.020236206592631766,0.022756604419627572,0.8892454348407989
qotchy,line_medial,41,63,0.001445443328045126,0.0016593357389311772,0.8710975688236396
kchor,line_medial,13,20,0.0004583112991362595,0.000526773250454342,0.8700352547153181
daiiin,line_medial,11,17,0.00038780186849991186,0.00044775726288619064,0.866098443608009
qody,line_medial,11,17,0.00038780186849991186,0.00044775726288619064,0.866098443608009
olor,line_medial,20,31,0.0007050943063634761,0.00081649853820423,0.8635585654742611
dain,line_medial,134,211,0.00472413185263529,0.005557457792293307,0.8500526732180287
ytal,line_medial,12,19,0.00042305658381808567,0.0005004345879316248,0.8453783851484873
ykeody,line_medial,10,16,0.00035254715318173806,0.0004214186003634735,0.8365723603031906
dor,line_medial,46,74,0.001621716904635995,0.001949061026681065,0.8320503475447949
qotor,line_medial,18,29,0.0006345848757271285,0.0007638212131587958,0.8308028957493755
taiin,line_medial,26,42,0.000916622598272519,0.001106223825954118,0.8286050044907792
pchedy,line_medial,21,34,0.0007403490216816499,0.0008955145257723813,0.8267303325349177
otchor,line_medial,11,18,0.00038780186849991186,0.0004740959254089077,0.8179818634075642
qor,line_medial,14,23,0.0004935660144544333,0.0006057892380224932,0.8147487335126725
shodaiin,line_medial,14,23,0.0004935660144544333,0.0006057892380224932,0.8147487335126725
yteedy,line_medial,17,28,0.0005993301604089547,0.0007374825506360788,0.8126702928659565
y,line_medial,106,176,0.0037369998237264234,0.004635604603998209,0.8061515472012564
dy,line_medial,161,271,0.005676009166225983,0.007137777543656333,0.7952067897199332
ral,line_medial,10,17,0.00035254715318173806,0.00044775726288619064,0.7873622214618264
tar,line_medial,25,43,0.0008813678829543451,0.001132562488476835,0.7782068467936657
dchol,line_medial,15,26,0.0005288207297726071,0.0006848052255906445,0.7722206402798683
sair,line_medial,16,28,0.0005640754450907809,0.0007374825506360788,0.7648661579914885
aly,line_medial,16,29,0.0005640754450907809,0.0007638212131587958,0.7384914628883338
okaly,line_medial,13,24,0.0004583112991362595,0.0006321279005452104,0.7250293789294318
sal,line_medial,29,55,0.0010223867442270404,0.0014486264387494404,0.7057628639648734
yky,line_medial,10,19,0.00035254715318173806,0.0005004345879316248,0.7044819876237394
d,line_medial,27,52,0.0009518773135906928,0.001369610451181289,0.6949985762518814
orain,line_medial,14,27,0.0004935660144544333,0.0007111438881133616,0.694045217436721
saiin,line_medial,73,144,0.002573594218226688,0.0037927674032712617,0.6785531366903657
dchor,line_medial,13,26,0.0004583112991362595,0.0006848052255906445,0.6692578882425525
oaiin,line_medial,13,26,0.0004583112991362595,0.0006848052255906445,0.6692578882425525
dl,line_medial,10,20,0.00035254715318173806,0.000526773250454342,0.6692578882425524
lol,line_medial,21,44,0.0007403490216816499,0.0011589011509995522,0.6388370751406183
sar,line_medial,40,84,0.0014101886127269522,0.002212447651908236,0.6373884649929071
tor,line_medial,10,23,0.00035254715318173806,0.0006057892380224932,0.5819633810804804
daly,line_medial,13,30,0.0004583112991362595,0.0007901598756815129,0.5800235031435454
sol,line_medial,32,75,0.0011281508901815618,0.0019753996892037822,0.5711000646336447
tol,line_medial,20,48,0.0007050943063634761,0.0012642558010904207,0.5577149068687937
sy,line_medial,14,35,0.0004935660144544333,0.0009218531882950984,0.535406310594042
oldy,line_medial,11,28,0.00038780186849991186,0.0007374825506360788,0.5258454836191483
sain,line_medial,26,68,0.000916622598272519,0.0017910290515447626,0.5117854439501871
dchedy,line_medial,10,27,0.00035254715318173806,0.0007111438881133616,0.49574658388337217
otam,line_medial,17,47,0.0005993301604089547,0.0012379171385677036,0.4841440042605698
dam,line_medial,35,98,0.0012339150361360832,0.0025811889272262752,0.47804134874468035
oly,line_medial,18,57,0.0006345848757271285,0.0015013037637948744,0.42268919257424364
sor,line_medial,18,57,0.0006345848757271285,0.0015013037637948744,0.42268919257424364
tchedy,line_medial,10,33,0.00035254715318173806,0.0008691758632496642,0.4056108413591227
am,line_medial,23,88,0.0008108584523179975,0.0023178023019991044,0.3498393506722433
o,single_token_line,11,91,0.013546798029556651,0.002396818289567256,5.651992096573378
y,single_token_line,10,176,0.012315270935960592,0.004635604603998209,2.656669838781908
