token,position_class,position_count,overall_count,position_share,overall_share,overrepresentation_ratio
chckhey,line_medial,28,30,0.0009871320289088666,0.0007901598756815129,1.2492813913860978
kchy,line_medial,28,30,0.0009871320289088666,0.0007901598756815129,1.2492813913860978
lkar,line_medial,28,30,0.0009871320289088666,0.0007901598756815129,1.2492813913860978
ctho,line_medial,14,15,0.0004935660144544333,0.00039507993784075645,1.2492813913860978
shey,line_medial,264,283,0.009307244843997885,0.007453841493928939,1.248650759689285
opchey,line_medial,27,29,0.0009518773135906928,0.0007638212131587958,1.2462043436240633
cheol,line_medial,161,173,0.005676009166225983,0.0045565886164300575,1.2456707515266006
chey,line_medial,320,344,0.011281508901815618,0.00906049990781468,1.245130954869865
cheor,line_medial,93,100,0.003278688524590164,0.0026338662522717095,1.2448196721311475
qodaiin,line_medial,39,42,0.0013749338974087784,0.001106223825954118,1.242907506736169
kair,line_medial,13,14,0.0004583112991362595,0.0003687412753180394,1.2429075067361688
sheeol,line_medial,13,14,0.0004583112991362595,0.0003687412753180394,1.2429075067361688
aiin,line_medial,436,470,0.01537105587872378,0.012379171385677035,1.241686975632991
qokar,line_medial,141,152,0.004970914859862507,0.004003476703452999,1.2416495031868406
lkeey,line_medial,38,41,0.0013396791820906046,0.001079885163431401,1.240575597717902
keedy,line_medial,49,53,0.0017274810505905165,0.0013959491137040061,1.2374957178824555
chcthy,line_medial,73,79,0.002573594218226688,0.0020807543392946507,1.2368563504229448
kaiin,line_medial,60,65,0.0021152829190904283,0.0017120130639766112,1.2355530244477892
qotedy,line_medial,84,91,0.0029613960867265997,0.002396818289567256,1.235553024447789
ctheey,line_medial,12,13,0.00042305658381808567,0.00034240261279532225,1.235553024447789
keeol,line_medial,12,13,0.00042305658381808567,0.00034240261279532225,1.235553024447789
qokeeody,line_medial,12,13,0.00042305658381808567,0.00034240261279532225,1.235553024447789
shes,line_medial,12,13,0.00042305658381808567,0.00034240261279532225,1.235553024447789
oteedy,line_medial,92,100,0.00324343380927199,0.0026338662522717095,1.2314345143662966
chety,line_medial,23,25,0.0008108584523179975,0.0006584665630679274,1.2314345143662966
kol,line_medial,34,37,0.0011986603208179094,0.0009745305133405326,1.22998747028361
chor,line_medial,201,219,0.007086197778952935,0.005768167092475044,1.228500781157562
chedal,line_medial,22,24,0.0007756037369998237,0.0006321279005452104,1.226972795111346
qotchedy,line_medial,22,24,0.0007756037369998237,0.0006321279005452104,1.226972795111346
qotey,line_medial,22,24,0.0007756037369998237,0.0006321279005452104,1.226972795111346
chekal,line_medial,11,12,0.00038780186849991186,0.0003160639502726052,1.226972795111346
chkain,line_medial,11,12,0.00038780186849991186,0.0003160639502726052,1.226972795111346
chkar,line_medial,11,12,0.00038780186849991186,0.0003160639502726052,1.226972795111346
okeal,line_medial,11,12,0.00038780186849991186,0.0003160639502726052,1.226972795111346
oteor,line_medial,11,12,0.00038780186849991186,0.0003160639502726052,1.226972795111346
chckhy,line_medial,128,140,0.004512603560726247,0.0036874127531803936,1.2237858527863816
ched,line_medial,21,23,0.0007403490216816499,0.0006057892380224932,1.2221231002690087
qotchdy,line_medial,21,23,0.0007403490216816499,0.0006057892380224932,1.2221231002690087
ar,line_medial,322,353,0.011352018332451965,0.009297547870519136,1.2209690652357046
qokchdy,line_medial,51,56,0.001797990481226864,0.0014749651012721575,1.2190054392989347
chedy,line_medial,456,501,0.016076150185087255,0.013195669923881265,1.218289808537341
chy,line_medial,141,155,0.004970914859862507,0.00408249269102115,1.2176175773187083
otedy,line_medial,141,155,0.004970914859862507,0.00408249269102115,1.2176175773187083
ckhol,line_medial,20,22,0.0007050943063634761,0.0005794505754997761,1.216832524077368
kchedy,line_medial,20,22,0.0007050943063634761,0.0005794505754997761,1.216832524077368
chckhedy,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
chcphy,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
ckheey,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
fchedy,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
oiiin,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
olar,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
pchdy,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
qolchey,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
qopchy,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
shedain,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
shek,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
sheod,line_medial,10,11,0.00035254715318173806,0.00028972528774988805,1.216832524077368
otar,line_medial,128,141,0.004512603560726247,0.0037137514157031108,1.2151065204971165
okedy,line_medial,107,118,0.003772254539044597,0.0031079621776806173,1.2137388820670019
qokeody,line_medial,29,32,0.0010223867442270404,0.000842837200726947,1.2130299224396264
qopchedy,line_medial,29,32,0.0010223867442270404,0.000842837200726947,1.2130299224396264
qoteey,line_medial,38,42,0.0013396791820906046,0.001106223825954118,1.2110380834865235
kchol,line_medial,19,21,0.0006698395910453023,0.000553111912977059,1.2110380834865235
kar,line_medial,47,52,0.0016569716199541689,0.001369610451181289,1.20981233643846
qokeol,line_medial,47,52,0.0016569716199541689,0.001369610451181289,1.20981233643846
sheol,line_medial,103,114,0.003631235677771902,0.003002607527589749,1.2093607454207527
olkaiin,line_medial,28,31,0.0009871320289088666,0.00081649853820423,1.2089819916639657
lkeedy,line_medial,37,41,0.0013044244667724308,0.001079885163431401,1.2079288714621677
sheor,line_medial,46,51,0.001621716904635995,0.0013432717886585719,1.2072887395748004
keol,line_medial,18,20,0.0006345848757271285,0.000526773250454342,1.2046641988365943
shaiin,line_medial,18,20,0.0006345848757271285,0.000526773250454342,1.2046641988365943
lkaiin,line_medial,44,49,0.0015512074739996475,0.0012905944636131376,1.201932533986625
lkedy,line_medial,26,29,0.000916622598272519,0.0007638212131587958,1.2000486271935424
qotchey,line_medial,17,19,0.0005993301604089547,0.0005004345879316248,1.197619378960357
qokedy,line_medial,243,272,0.008566895822316236,0.00716411620617905,1.195806373845149
checthy,line_medial,25,28,0.0008813678829543451,0.0007374825506360788,1.1951033718617008
okey,line_medial,57,64,0.002009518773135907,0.001685674401453894,1.1921156134320465
qotain,line_medial,57,64,0.002009518773135907,0.001685674401453894,1.1921156134320465
char,line_medial,64,72,0.0022563017803631236,0.0018963837016356309,1.1897918013200932
chain,line_medial,16,18,0.0005640754450907809,0.0004740959254089077,1.1897918013200932
okeeol,line_medial,16,18,0.0005640754450907809,0.0004740959254089077,1.1897918013200932
qokchol,line_medial,16,18,0.0005640754450907809,0.0004740959254089077,1.1897918013200932
shed,line_medial,16,18,0.0005640754450907809,0.0004740959254089077,1.1897918013200932
shol,line_medial,166,187,0.005852282742816852,0.004925329891748097,1.1882011705696653
otain,line_medial,85,96,0.0029966508020447735,0.0025285116021808414,1.1851441770961866
otaiin,line_medial,136,154,0.004794641283271638,0.004056154028498433,1.1820658805323003
otchedy,line_medial,30,34,0.0010576414595452142,0.0008955145257723813,1.1810433321927396
qotal,line_medial,52,59,0.001833245196545038,0.0015539810888403087,1.1797088199529737
lshedy,line_medial,37,42,0.0013044244667724308,0.001106223825954118,1.1791686602368783
tedy,line_medial,37,42,0.0013044244667724308,0.001106223825954118,1.1791686602368783
olkain,line_medial,29,33,0.0010223867442270404,0.0008691758632496642,1.1762714399414558
qokeedy,line_medial,268,305,0.00944826370527058,0.008033292069428714,1.1761384527803547
qokain,line_medial,245,279,0.008637405252952583,0.00734848684383807,1.175399158562189
cheky,line_medial,57,65,0.002009518773135907,0.0017120130639766112,1.1737753732253997
okeedy,line_medial,92,105,0.00324343380927199,0.002765559564885295,1.172794775586949
qokol,line_medial,92,105,0.00324343380927199,0.002765559564885295,1.172794775586949
okar,line_medial,113,129,0.00398378283095364,0.0033976874654305053,1.1724983158357896
chedaiin,line_medial,28,32,0.0009871320289088666,0.000842837200726947,1.171201304424467
okeeody,line_medial,14,16,0.0004935660144544333,0.0004214186003634735,1.171201304424467
chal,line_medial,42,48,0.0014806980433632998,0.0012642558010904207,1.1712013044244667
qotar,line_medial,55,63,0.0019390093424995593,0.0016593357389311772,1.168545519153663
chody,line_medial,82,94,0.002890886656090252,0.002475834277135407,1.1676414220401978
qokchedy,line_medial,34,39,0.0011986603208179094,0.0010272078383859668,1.1669111897562452
otchey,line_medial,27,31,0.0009518773135906928,0.00081649853820423,1.1658040633902527
ain,line_medial,80,92,0.0028203772254539045,0.002423156952089973,1.1639267621609608
shdy,line_medial,40,46,0.0014101886127269522,0.0012115784760449865,1.1639267621609608
qokeeo,line_medial,20,23,0.0007050943063634761,0.0006057892380224932,1.1639267621609608
tchy,line_medial,20,23,0.0007050943063634761,0.0006057892380224932,1.1639267621609608
ykedy,line_medial,20,23,0.0007050943063634761,0.0006057892380224932,1.1639267621609608
raiin,line_medial,65,75,0.0022915564956812974,0.0019753996892037822,1.160047006287091
cthor,line_medial,39,45,0.0013749338974087784,0.0011852398135222693,1.160047006287091
qokchey,line_medial,26,30,0.000916622598272519,0.0007901598756815129,1.160047006287091
okeey,line_medial,152,176,0.0053587167283624185,0.004635604603998209,1.1559908978734996
okair,line_medial,19,22,0.0006698395910453023,0.0005794505754997761,1.1559908978734996
okeor,line_medial,19,22,0.0006698395910453023,0.0005794505754997761,1.1559908978734996
tchey,line_medial,19,22,0.0006698395910453023,0.0005794505754997761,1.1559908978734996
cthey,line_medial,44,51,0.0015512074739996475,0.0013432717886585719,1.1547979248106788
oteos,line_medial,25,29,0.0008813678829543451,0.0007638212131587958,1.1538929107630216
or,line_medial,316,367,0.011140490040542923,0.009666289145837174,1.152509496919055
qokeey,line_medial,265,308,0.00934249955931606,0.008112308056996866,1.1516450674303662
qokal,line_medial,164,191,0.005781773312180504,0.005030684541838966,1.1493015044165298
lkain,line_medial,30,35,0.0010576414595452142,0.0009218531882950984,1.1472992369872328
cthar,line_medial,18,21,0.0006345848757271285,0.000553111912977059,1.1472992369872328
kchey,line_medial,18,21,0.0006345848757271285,0.000553111912977059,1.1472992369872328
yteey,line_medial,24,28,0.0008461131676361713,0.0007374825506360788,1.1472992369872326
okeeor,line_medial,12,14,0.00042305658381808567,0.0003687412753180394,1.1472992369872326
sheeky,line_medial,12,14,0.00042305658381808567,0.0003687412753180394,1.1472992369872326
chdy,line_medial,130,152,0.004583112991362595,0.004003476703452999,1.1447832298885765
al,line_medial,223,261,0.00786180151595276,0.006874390918429162,1.1436360848895726
otchy,line_medial,41,48,0.001445443328045126,0.0012642558010904207,1.143315559081027
ol,line_medial,460,539,0.01621716904635995,0.014196539099744516,1.1423325736236516
