token,overall_share,line_initial_share,line_medial_share,line_final_share,single_token_line_share
ctheockhosho,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ctheod,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
ctheodal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ctheodody,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
ctheody,0.0001580319751363026,0.0,0.00021152829190904283,0.0,0.0
ctheol,0.000263386625227171,0.0,0.00035254715318173806,0.0,0.0
ctheoly,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ctheor,0.0001580319751363026,0.00022753128555176336,0.00017627357659086903,0.0,0.0
ctheos,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ctheotol,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
cther,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthes,7.90159875681513e-05,0.0,0.00010576414595452142,0.0,0.0
cthey,0.0013432717886585719,0.0004550625711035267,0.0015512074739996475,0.0011376564277588168,0.0
cthhy,7.90159875681513e-05,0.0,7.050943063634761e-05,0.00022753128555176336,0.0
cthl,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ctho,0.00039507993784075645,0.00022753128555176336,0.0004935660144544333,0.0,0.0
cthoary,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthochy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthod,0.00010535465009086838,0.00022753128555176336,0.00010576414595452142,0.0,0.0
cthodaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthodaiis,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthodaim,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthodal,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
cthodam,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthodar,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthodd,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
cthodoaly,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthodol,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
cthody,0.0004740959254089077,0.0,0.0005288207297726071,0.0006825938566552901,0.0
cthoepain,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthog,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
cthoiin,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
cthol,0.001606658413885743,0.0004550625711035267,0.001833245196545038,0.0015927189988623437,0.0
ctholcthy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
cthold,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ctholdar,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
ctholdg,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ctholdy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
ctholo,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthols,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
ctholy,0.00010535465009086838,0.0,0.00010576414595452142,0.00022753128555176336,0.0
cthom,0.00023704796270445386,0.0,0.00017627357659086903,0.0009101251422070534,0.0
cthoo,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
cthoor,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthor,0.0011852398135222693,0.0004550625711035267,0.0013749338974087784,0.0009101251422070534,0.0
cthoral,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
cthorchy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
cthory,5.267732504543419e-05,0.0,0.0,0.0004550625711035267,0.0
cthos,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthoshol,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
cthosm,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
cthosy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthres,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cths,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
cthscthain,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
cthy,0.002923591540021598,0.0,0.002926141371408426,0.006370875995449375,0.0
cthyaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
cthyd,5.267732504543419e-05,0.0,0.0,0.0004550625711035267,0.0
cto,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ctoiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
ctol,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
cty,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
cy,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
d,0.001369610451181289,0.00022753128555176336,0.0009518773135906928,0.0038680318543799774,0.008620689655172414
da,0.00023704796270445386,0.0,0.00021152829190904283,0.0006825938566552901,0.0
daar,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dacheedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dachy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dackhy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dacsary,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dadam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dady,0.0001316933126135855,0.0,7.050943063634761e-05,0.0006825938566552901,0.0
daein,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dag,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daichy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
daicthy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daid,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiial,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiidal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiidy,0.0001843706376590197,0.00022753128555176336,0.00014101886127269522,0.0004550625711035267,0.0
daiiidy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiiils,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiiin,0.00044775726288619064,0.0004550625711035267,0.00038780186849991186,0.0009101251422070534,0.0
daiiine,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
daiiiny,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daiiiolkaiin,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daiiirchy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiiithy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
daiil,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiild,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daiildy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daiim,0.0001316933126135855,0.0,7.050943063634761e-05,0.0006825938566552901,0.0
daiin,0.022756604419627572,0.03549488054607509,0.020236206592631766,0.03048919226393629,0.0
daiindy,7.90159875681513e-05,0.0,7.050943063634761e-05,0.00022753128555176336,0.0
daiinls,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
daiino,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
daiinol,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daiiny,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiioam,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiiody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiiol,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daiir,0.0006057892380224932,0.0011376564277588168,0.0005640754450907809,0.0004550625711035267,0.0
daiiral,5.267732504543419e-05,0.00022753128555176336,3.5254715318173806e-05,0.0,0.0
daiirol,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daiiry,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daiis,0.0001316933126135855,0.00022753128555176336,0.00014101886127269522,0.0,0.0
daiity,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daiiy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daikam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daikeody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daikhyky,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dail,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
daildain,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daim,0.00028972528774988805,0.00022753128555176336,0.00021152829190904283,0.0009101251422070534,0.0
daimd,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daimdy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daimm,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daimom,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dain,0.005557457792293307,0.010693970420932878,0.00472413185263529,0.006825938566552901,0.0
dainaldy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daind,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daindl,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daing,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dainkey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dainl,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dainod,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dainor,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dainy,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dair,0.0027918982274080122,0.006825938566552901,0.00250308478759034,0.0011376564277588168,0.0
dairair,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
dairal,0.0001316933126135855,0.0004550625711035267,7.050943063634761e-05,0.00022753128555176336,0.0
dairam,5.267732504543419e-05,0.0,0.0,0.0004550625711035267,0.0
dairar,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
dairchey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daird,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dairin,7.90159875681513e-05,0.0,0.0,0.0006825938566552901,0.0
dairiy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dairkal,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dairl,5.267732504543419e-05,0.0,0.0,0.0004550625711035267,0.0
dairo,7.90159875681513e-05,0.00022753128555176336,7.050943063634761e-05,0.0,0.0
dairodg,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dairody,7.90159875681513e-05,0.0,7.050943063634761e-05,0.00022753128555176336,0.0
dairol,5.267732504543419e-05,0.00022753128555176336,0.0,0.0,0.0012315270935960591
dairom,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dairy,0.00010535465009086838,0.0,3.5254715318173806e-05,0.0006825938566552901,0.0
dairydy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dais,0.00010535465009086838,0.0,0.00010576414595452142,0.00022753128555176336,0.0
daisam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daisin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daisn,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
daisoldy,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dait,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dakan,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dakar,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dakeey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dakocth,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
daky,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dal,0.006663681618247426,0.0020477815699658703,0.0068041600564075445,0.011376564277588168,0.0012315270935960591
dala,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalaiin,7.90159875681513e-05,0.0,0.00010576414595452142,0.0,0.0
dalain,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dalal,0.0001316933126135855,0.0,0.00014101886127269522,0.00022753128555176336,0.0
dalaldam,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalalody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalaly,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dalam,0.0001843706376590197,0.0,3.5254715318173806e-05,0.0013651877133105802,0.0
dalar,0.0001316933126135855,0.0,0.00010576414595452142,0.0004550625711035267,0.0
dalary,5.267732504543419e-05,0.0,0.0,0.00022753128555176336,0.0012315270935960591
dalas,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dalchckhy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalchd,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalchdy,0.0001316933126135855,0.0,0.00017627357659086903,0.0,0.0
dalched,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalchedy,0.00010535465009086838,0.0,0.00010576414595452142,0.00022753128555176336,0.0
dalcheeeky,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dalches,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalchor,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalchy,7.90159875681513e-05,0.00022753128555176336,7.050943063634761e-05,0.0,0.0
dald,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daldaiin,7.90159875681513e-05,0.0,3.5254715318173806e-05,0.0004550625711035267,0.0
daldal,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daldalol,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daldar,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daldeam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
daldy,0.00044775726288619064,0.0,0.00031729243786356425,0.0015927189988623437,0.0012315270935960591
daleesd,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalfchy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalg,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dalkain,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalkal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalkalytam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dalkar,7.90159875681513e-05,0.0,7.050943063634761e-05,0.0,0.0012315270935960591
dalkedy,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
dalkeeey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalkshdy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalky,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalmy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dalo,7.90159875681513e-05,0.0,3.5254715318173806e-05,0.0004550625711035267,0.0
dalocthhy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dalody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalohey,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
daloky,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalol,0.0001843706376590197,0.0,0.00024678300722721664,0.0,0.0
dalols,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalom,5.267732504543419e-05,0.0,0.0,0.0004550625711035267,0.0
dalor,0.00021070930018173676,0.0,0.00028203772254539045,0.0,0.0
dalorain,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dalory,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dalr,5.267732504543419e-05,0.00022753128555176336,0.0,0.00022753128555176336,0.0
dals,0.0001580319751363026,0.00022753128555176336,0.00010576414595452142,0.0004550625711035267,0.0
dalshal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalshdy,7.90159875681513e-05,0.0,7.050943063634761e-05,0.00022753128555176336,0.0
dalshedo,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalshedy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dalshey,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dalshy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dalsy,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
daltedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dalteoshy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daly,0.0007901598756815129,0.00022753128555176336,0.0004583112991362595,0.0036405005688282138,0.0
dalychs,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dalydal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dam,0.0025811889272262752,0.0,0.0012339150361360832,0.014106939704209329,0.0012315270935960591
damamm,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
damo,7.90159875681513e-05,0.0,0.0,0.0006825938566552901,0.0
damom,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dan,0.000526773250454342,0.0,0.00021152829190904283,0.0031854379977246873,0.0
daoly,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
daor,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dar,0.008402033344746753,0.008191126279863481,0.008320112815089018,0.010693970420932878,0.0
dara,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
daraiiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daraiin,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
daraiinm,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
darailchedy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
darair,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daral,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
darala,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
darall,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
daraloikhy,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
daraly,5.267732504543419e-05,0.0,3.5254715318173806e-05,0.00022753128555176336,0.0
daram,0.0001843706376590197,0.0,0.00010576414595452142,0.0009101251422070534,0.0
daramdal,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
darams,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
darar,7.90159875681513e-05,0.0004550625711035267,0.0,0.0,0.0012315270935960591
dararal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dararda,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
darchdar,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
darchedy,5.267732504543419e-05,0.00022753128555176336,3.5254715318173806e-05,0.0,0.0
darcheedal,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
darcheos,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
darchey,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
darchor,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
darchy,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dardam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dardsh,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dardy,5.267732504543419e-05,0.0,0.0,0.0004550625711035267,0.0
dardyr,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dareky,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dariin,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dario,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
daro,7.90159875681513e-05,0.0,3.5254715318173806e-05,0.0004550625711035267,0.0
daroal,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
darod,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
darodsf,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
darody,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
darol,7.90159875681513e-05,0.0,3.5254715318173806e-05,0.0,0.0024630541871921183
darolaly,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
darolm,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
darolsy,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
darom,7.90159875681513e-05,0.0,0.0,0.0006825938566552901,0.0
daror,7.90159875681513e-05,0.00022753128555176336,3.5254715318173806e-05,0.00022753128555176336,0.0
darordaiin,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
darory,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
darshey,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
darshody,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dary,0.0006321279005452104,0.00022753128555176336,0.00024678300722721664,0.0029579067121729237,0.003694581280788177
daryry,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
das,0.0001316933126135855,0.0,0.00017627357659086903,0.0,0.0
dasady,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dasaiin,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dasain,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dasam,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dasar,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dasd,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dasy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dateey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
day,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dayty,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dchaiin,0.0001316933126135855,0.0006825938566552901,3.5254715318173806e-05,0.0,0.0012315270935960591
dchain,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dchairam,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dchal,5.267732504543419e-05,0.00022753128555176336,3.5254715318173806e-05,0.0,0.0
dcham,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dchar,0.00010535465009086838,0.0004550625711035267,7.050943063634761e-05,0.0,0.0
dchchy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dchckhedy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dchckhy,7.90159875681513e-05,0.00022753128555176336,3.5254715318173806e-05,0.00022753128555176336,0.0
dchcthy,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dchd,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dchdal,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dchdaldy,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dchdar,5.267732504543419e-05,0.00022753128555176336,3.5254715318173806e-05,0.0,0.0
dchdas,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dchdor,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dchdy,0.00021070930018173676,0.0006825938566552901,0.00010576414595452142,0.0,0.0024630541871921183
dcheaiin,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheckhey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dched,7.90159875681513e-05,0.0004550625711035267,3.5254715318173806e-05,0.0,0.0
dchedaiin,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dchedain,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dchedal,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dchedaly,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dchedar,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dchedy,0.0007111438881133616,0.0036405005688282138,0.00035254715318173806,0.00022753128555176336,0.0
dchee,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheeckhos,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheecthey,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheedy,0.00010535465009086838,0.0006825938566552901,3.5254715318173806e-05,0.0,0.0
dcheeey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dcheeky,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dcheeody,5.267732504543419e-05,0.00022753128555176336,3.5254715318173806e-05,0.0,0.0
dcheeokeody,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheeol,2.6338662522717095e-05,0.0,0.0,0.00022753128555176336,0.0
dcheeos,5.267732504543419e-05,0.0004550625711035267,0.0,0.0,0.0
dcheeoy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dchees,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheey,0.00034240261279532225,0.002502844141069397,7.050943063634761e-05,0.0,0.0
dchefoey,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dchekcsdy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheo,0.0001843706376590197,0.0013651877133105802,3.5254715318173806e-05,0.0,0.0
dcheoain,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheocy,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheod,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheodaiin,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheodain,2.6338662522717095e-05,0.0,3.5254715318173806e-05,0.0,0.0
dcheodl,2.6338662522717095e-05,0.00022753128555176336,0.0,0.0,0.0
dcheody,5.267732504543419e-05,0.00022753128555176336,3.5254715318173806e-05,0.0,0.0
dcheoky,5.267732504543419e-05,0.0,7.050943063634761e-05,0.0,0.0
dcheol,0.00021070930018173676,0.0013651877133105802,7.050943063634761e-05,0.0,0.0
dcheoldy,2.6338662522717095e-05,0.0,0.0,0.0,0.0012315270935960591
dcheor,0.00010535465009086838,0.0009101251422070534,0.0,0.0,0.0
