token,overall_count,line_initial_count,line_medial_count,line_final_count,single_token_line_count
sholaiin,1,1,0,0,0
sholalam,1,0,0,1,0
sholar,1,0,1,0,0
sholdaiin,1,0,0,1,0
sholdy,8,0,5,3,0
sholeey,1,0,0,0,1
sholfaiin,1,0,1,0,0
sholfchor,1,0,1,0,0
sholfosdaiin,1,0,1,0,0
sholkair,1,0,1,0,0
sholkal,1,0,1,0,0
sholkar,1,0,1,0,0
sholkeechy,1,0,1,0,0
sholkeedy,2,0,2,0,0
sholkshy,1,0,1,0,0
sholo,1,0,0,1,0
sholoiin,1,0,1,0,0
sholol,1,0,1,0,0
sholor,1,0,1,0,0
shols,1,0,1,0,0
sholschey,1,0,1,0,0
sholshdy,1,0,0,0,1
sholteol,1,0,1,0,0
sholy,4,0,3,1,0
shom,4,0,4,0,0
shoo,1,0,1,0,0
shoor,1,0,1,0,0
shopchey,2,0,2,0,0
shopcho,2,0,2,0,0
shopchy,2,0,2,0,0
shopolchedy,1,0,1,0,0
shoqoky,1,0,1,0,0
shor,97,19,74,4,0
shoral,1,0,0,1,0
shorchdy,1,0,1,0,0
shorchey,1,0,1,0,0
shordy,1,0,1,0,0
shorkchy,1,0,0,1,0
shorodo,1,1,0,0,0
shorody,1,0,1,0,0
shorpchor,1,0,1,0,0
shorqoy,1,0,1,0,0
shory,6,0,2,4,0
shorydar,1,0,1,0,0
shos,10,4,6,0,0
shosaiin,5,1,4,0,0
shoshy,2,0,1,1,0
shot,3,0,3,0,0
shotaiin,2,0,2,0,0
shotchdy,1,0,1,0,0
shotchey,1,0,1,0,0
shotcho,1,0,1,0,0
shotchot,1,1,0,0,0
shotchy,3,2,1,0,0
shotedy,1,0,1,0,0
shoteeody,2,0,2,0,0
shoteo,1,0,1,0,0
shoteol,1,0,1,0,0
shotey,1,0,1,0,0
shoto,1,0,1,0,0
shotokody,1,0,1,0,0
shotol,3,1,2,0,0
shotoly,1,0,0,1,0
shotshy,1,0,1,0,0
shoty,8,0,7,1,0
shoy,2,1,1,0,0
shoyfar,1,0,1,0,0
shoyty,1,0,0,1,0
shr,2,0,2,0,0
shs,5,0,4,1,0
shsdy,2,0,2,0,0
shseor,1,0,1,0,0
shses,1,0,1,0,0
shshdar,1,0,1,0,0
shshes,1,0,1,0,0
shshy,1,0,1,0,0
shsky,1,0,1,0,0
shso,1,0,1,0,0
shsopam,1,0,0,1,0
shsy,1,0,1,0,0
shtaiin,1,0,1,0,0
shtal,3,0,3,0,0
shtar,1,0,1,0,0
shtchy,3,0,3,0,0
shteody,1,0,1,0,0
shtey,1,0,1,0,0
shtol,1,0,1,0,0
shtor,1,0,1,0,0
shtshy,2,0,2,0,0
shty,4,0,2,2,0
shx,1,0,1,0,0
shxam,1,0,0,1,0
shy,107,4,90,13,0
shydal,1,0,1,0,0
shykaiin,1,0,1,0,0
shykeody,1,0,1,0,0
shyokeey,1,0,1,0,0
shypchedy,1,0,1,0,0
shysho,1,0,1,0,0
shyshol,1,0,1,0,0
shytchy,2,0,2,0,0
shyy,1,0,1,0,0
siiin,1,0,1,0,0
skaiin,3,1,2,0,0
skaiiodar,1,0,1,0,0
skain,1,0,1,0,0
skal,1,0,1,0,0
skar,1,1,0,0,0
skchdy,1,0,0,1,0
skeeal,1,0,0,0,1
skeeody,1,0,1,0,0
skeey,1,0,1,0,0
skekyd,1,0,0,1,0
skey,1,0,1,0,0
sky,1,0,1,0,0
sl,1,0,1,0,0
sls,1,0,1,0,0
so,5,1,4,0,0
soaiin,4,3,0,1,0
soain,1,1,0,0,0
soairal,1,1,0,0,0
soar,2,1,1,0,0
socfchees,1,0,1,0,0
sochey,1,0,1,0,0
sochorcfhy,1,0,0,0,1
sochy,1,1,0,0,0
sockhey,1,0,1,0,0
sockhody,1,0,1,0,0
socthey,1,0,1,0,0
socthh,1,0,0,1,0
socthody,1,1,0,0,0
socths,1,1,0,0,0
sodaiiin,1,0,1,0,0
sodaiin,3,2,1,0,0
sodair,1,0,1,0,0
sodal,3,2,1,0,0
sodar,6,3,1,1,1
sody,5,1,3,1,0
soe,1,1,0,0,0
soear,1,0,1,0,0
soeeedy,1,0,1,0,0
soeees,1,0,1,0,0
soeeol,1,0,1,0,0
soees,1,1,0,0,0
soefchocphy,1,0,0,1,0
soeokeot,1,0,1,0,0
soeom,1,1,0,0,0
soeor,1,0,0,0,1
soeos,1,0,1,0,0
soes,1,1,0,0,0
soeteed,1,0,1,0,0
sofal,1,0,0,0,1
soiiin,6,3,3,0,0
soiin,21,13,8,0,0
soiir,1,0,1,0,0
soiis,1,1,0,0,0
soin,4,3,1,0,0
soir,1,1,0,0,0
soity,1,0,0,0,1
sokaiin,1,1,0,0,0
sokal,1,0,1,0,0
sokar,1,1,0,0,0
sokcheey,1,1,0,0,0
sokchol,1,1,0,0,0
sokchor,1,1,0,0,0
sokchy,1,1,0,0,0
sokedy,1,0,1,0,0
sokeedy,3,3,0,0,0
sokeey,2,0,2,0,0
sokod,1,1,0,0,0
sokol,1,0,1,0,0
sokoly,1,0,0,0,1
sol,75,40,32,3,0
solaiin,2,2,0,0,0
solain,1,1,0,0,0
solair,1,1,0,0,0
solal,1,0,1,0,0
solchd,1,1,0,0,0
solchedy,8,7,0,1,0
solcheol,2,2,0,0,0
solchey,4,2,1,0,1
solchkal,1,1,0,0,0
solchyd,1,0,1,0,0
solcthy,1,0,0,1,0
sold,1,0,0,1,0
soldy,1,0,0,1,0
soleeg,1,0,0,1,0
solkaiin,3,1,2,0,0
solkain,3,3,0,0,0
solkchedy,1,1,0,0,0
solkchy,1,1,0,0,0
solkedy,3,2,0,1,0
solkeedy,5,5,0,0,0
solkeey,4,4,0,0,0
solkes,1,1,0,0,0
solkey,1,1,0,0,0
solky,1,1,0,0,0
soloiin,1,1,0,0,0
solol,1,1,0,0,0
solor,1,1,0,0,0
solpchd,1,1,0,0,0
sols,3,1,2,0,0
solshed,1,1,0,0,0
solshedy,3,1,2,0,0
solshey,1,0,1,0,0
solteedy,1,1,0,0,0
soly,3,0,2,1,0
som,1,0,1,0,0
somy,1,0,0,1,0
soocth,1,0,1,0,0
sor,57,37,18,2,0
soraiin,7,3,1,3,0
soraiis,1,0,1,0,0
sorain,2,0,0,1,1
soral,3,2,0,0,1
soraloaly,1,0,1,0,0
soraly,1,0,0,0,1
sorary,1,0,1,0,0
sorcheey,1,0,1,0,0
sorol,1,0,1,0,0
sorols,1,1,0,0,0
sororl,1,0,0,0,1
sorory,1,0,0,0,1
sorshy,1,0,1,0,0
sory,5,3,0,1,1
sos,7,1,3,3,0
sosaiir,1,0,0,0,1
sosam,1,0,0,0,1
sosar,2,2,0,0,0
sosees,1,0,0,0,1
soshckhy,1,0,1,0,0
soshe,1,1,0,0,0
soshy,2,1,1,0,0
sosoral,1,0,0,0,1
sossy,1,0,0,1,0
sotaiin,1,0,1,0,0
sotchaiin,1,1,0,0,0
sotchdaiin,1,1,0,0,0
sotchdy,1,0,0,1,0
sotchy,1,1,0,0,0
soteees,1,0,1,0,0
soteol,1,0,1,0,0
sotey,2,0,2,0,0
sotodan,1,0,0,1,0
sotoiiin,1,0,0,0,1
soty,1,0,0,1,0
soy,4,4,0,0,0
soydy,1,1,0,0,0
spaiin,1,0,0,1,0
spchy,1,0,1,0,0
sqokeo,1,1,0,0,0
ss,1,1,0,0,0
ssheckhy,1,1,0,0,0
sshedy,5,4,1,0,0
ssheedal,1,1,0,0,0
ssheey,2,2,0,0,0
ssheo,2,1,1,0,0
ssheodain,1,1,0,0,0
ssheol,1,0,1,0,0
sshey,6,5,1,0,0
sshkchdy,1,1,0,0,0
sshol,1,1,0,0,0
sshor,1,0,1,0,0
stolpchy,1,0,0,1,0
sy,35,1,14,20,0
syaiir,1,1,0,0,0
sydarary,1,0,0,0,1
sydy,2,0,1,1,0
sykaiin,1,0,1,0,0
sykar,1,1,0,0,0
syly,1,0,0,0,1
syokeedy,1,1,0,0,0
syshees,1,0,1,0,0
sysheos,1,1,0,0,0
syty,1,0,0,1,0
t,10,0,8,0,2
taedaiin,1,0,1,0,0
taidy,1,0,1,0,0
taiiin,1,0,1,0,0
taiin,42,12,26,4,0
taikhy,1,0,1,0,0
taiky,1,0,1,0,0
taim,1,0,1,0,0
tain,16,3,11,2,0
taipar,1,0,1,0,0
tair,13,5,8,0,0
tairoor,1,0,1,0,0
tal,20,2,17,1,0
talam,1,0,0,1,0
talar,1,0,1,0,0
talchos,1,0,1,0,0
taldain,1,0,1,0,0
taldar,1,0,1,0,0
talkl,1,1,0,0,0
talody,1,0,1,0,0
talol,1,0,1,0,0
talor,1,0,1,0,0
talshdy,1,0,1,0,0
taly,1,0,0,1,0
tam,5,0,2,3,0
tan,1,0,0,1,0
taor,1,1,0,0,0
tar,43,15,25,3,0
taraiin,2,1,1,0,0
tarair,1,0,1,0,0
tarairy,1,0,0,1,0
taral,2,1,0,1,0
taram,1,0,0,1,0
tarar,2,2,0,0,0
tarodaiin,1,1,0,0,0
tarol,2,0,2,0,0
taror,1,1,0,0,0
taros,1,0,0,1,0
tas,1,0,1,0,0
tazain,1,1,0,0,0
tcfhy,1,0,0,1,0
tch,1,0,0,1,0
tchaiin,1,0,1,0,0
tchain,1,0,0,1,0
tchal,2,1,1,0,0
tchalody,1,0,0,1,0
tchaly,1,0,1,0,0
tchar,4,0,4,0,0
tchcthy,1,0,1,0,0
tchd,1,0,1,0,0
tchdaiin,2,1,1,0,0
tchdarol,1,0,1,0,0
tchddy,1,0,1,0,0
tchdoltdy,1,0,0,1,0
tchdor,2,2,0,0,0
tchdy,15,4,11,0,0
tchdys,1,1,0,0,0
tcheain,1,1,0,0,0
tcheay,1,0,0,1,0
tched,1,0,1,0,0
tchedaiin,1,1,0,0,0
tchedair,1,1,0,0,0
tchedal,1,1,0,0,0
tchedar,2,1,1,0,0
tchede,1,1,0,0,0
tchedol,1,1,0,0,0
tchedor,3,3,0,0,0
tchedy,33,23,10,0,0
tchedydy,1,0,1,0,0
tcheen,1,0,1,0,0
tcheeos,1,1,0,0,0
tcheepchey,1,0,1,0,0
tcheey,6,1,4,1,0
tcheo,7,4,3,0,0
tcheod,1,1,0,0,0
tcheodaiin,1,1,0,0,0
tcheodal,1,0,1,0,0
tcheodar,1,0,1,0,0
tcheodl,1,1,0,0,0
tcheody,6,3,3,0,0
tcheoko,1,1,0,0,0
tcheol,6,4,2,0,0
tcheolchy,1,1,0,0,0
tcheor,3,1,2,0,0
tcheorsho,1,1,0,0,0
tcheos,2,2,0,0,0
tchey,22,2,19,1,0
tchkaiin,1,1,0,0,0
tcho,8,4,4,0,0
tchoar,1,1,0,0,0
tchoarorshy,1,1,0,0,0
tchod,2,1,1,0,0
tchodaiin,3,2,1,0,0
tchodain,1,1,0,0,0
tchodairos,1,1,0,0,0
tchodar,2,1,0,1,0
tchodls,1,1,0,0,0
tchodol,1,0,1,0,0
tchody,8,4,4,0,0
tchoep,1,1,0,0,0
tchokedy,1,1,0,0,0
tchoky,2,2,0,0,0
tchokyd,1,0,0,1,0
tchol,13,4,9,0,0
tcholdchy,1,1,0,0,0
tcholkaiin,1,1,0,0,0
tcholol,2,0,1,1,0
tchols,2,0,2,0,0
tcholshol,1,1,0,0,0
tcholy,1,0,1,0,0
tchom,1,0,1,0,0
tchor,19,11,8,0,0
tchory,1,0,0,1,0
tchos,4,2,2,0,0
tchosos,1,1,0,0,0
tchotchey,1,1,0,0,0
tchotchol,1,1,0,0,0
tchotchor,1,1,0,0,0
tchotshey,1,1,0,0,0
tchtcho,1,1,0,0,0
tchtod,1,1,0,0,0
tchty,1,1,0,0,0
tchy,23,2,20,1,0
tchykchy,1,0,1,0,0
tco,1,0,1,0,0
tdaiin,1,0,1,0,0
tdain,2,2,0,0,0
tdam,1,0,0,1,0
tdokchcfhy,1,1,0,0,0
tdol,1,1,0,0,0
te,2,0,2,0,0
teaiin,1,0,1,0,0
tear,2,0,1,1,0
techedy,1,1,0,0,0
techol,1,1,0,0,0
techy,1,1,0,0,0
ted,1,0,1,0,0
tedaiin,3,1,2,0,0
tedain,4,2,2,0,0
tedair,2,1,1,0,0
tedal,1,1,0,0,0
tedam,3,0,1,2,0
tedar,1,0,1,0,0
tedas,1,0,1,0,0
tedcheo,1,1,0,0,0
tedo,2,1,1,0,0
tedy,42,3,37,2,0
tedyol,1,0,1,0,0
teeal,1,1,0,0,0
teear,1,0,1,0,0
teed,2,0,2,0,0
teedain,1,0,1,0,0
teedal,2,1,1,0,0
teedam,1,0,0,1,0
teedan,1,0,0,1,0
teedar,2,0,2,0,0
teedaram,1,0,0,1,0
teedy,13,0,13,0,0
teeedy,4,1,3,0,0
teeey,1,0,1,0,0
teeo,1,0,1,0,0
teeoar,1,0,1,0,0
teeodaiin,2,1,0,1,0
teeodain,1,0,1,0,0
teeodan,1,0,1,0,0
teeody,4,2,2,0,0
teeol,5,2,3,0,0
teeolain,1,1,0,0,0
teeolteedy,1,0,1,0,0
teeor,1,0,1,0,0
teeos,3,2,1,0,0
teesody,1,1,0,0,0
teey,20,1,19,0,0
teeys,1,0,0,1,0
teo,2,1,1,0,0
teoar,1,1,0,0,0
teoda,1,0,1,0,0
teodaiin,2,1,1,0,0
teodain,1,0,1,0,0
teodal,3,2,1,0,0
teodar,3,0,3,0,0
teodarody,1,1,0,0,0
teodeear,1,1,0,0,0
teodeey,1,1,0,0,0
teodkaiin,1,0,1,0,0
teody,8,1,6,1,0
teodyteytar,1,0,1,0,0
teoiin,1,1,0,0,0
teol,15,3,12,0,0
teolkedain,1,0,1,0,0
teols,1,0,0,1,0
teolshy,1,0,1,0,0
teor,4,0,3,1,0
teos,1,0,1,0,0
teoteey,1,0,1,0,0
tesaiin,1,0,1,0,0
tey,11,0,11,0,0
teyteg,1,0,0,1,0
theody,1,0,1,0,0
tl,1,0,1,0,0
to,2,1,1,0,0
toaiin,2,2,0,0,0
toairshy,1,1,0,0,0
toal,1,1,0,0,0
toar,3,2,1,0,0
tocheo,2,2,0,0,0
tochey,1,1,0,0,0
tochody,1,0,1,0,0
tochol,1,1,0,0,0
tochon,1,1,0,0,0
tochso,1,1,0,0,0
tochsy,1,0,1,0,0
tockhy,3,2,0,1,0
tocpheey,1,1,0,0,0
tocphol,1,1,0,0,0
tocthey,1,1,0,0,0
tocthy,1,1,0,0,0
tod,4,0,3,0,1
todaiin,9,7,2,0,0
todain,2,1,1,0,0
todal,3,3,0,0,0
todalain,1,1,0,0,0
todaly,1,0,1,0,0
todar,2,2,0,0,0
todaraiily,1,0,0,0,1
todas,1,0,1,0,0
todeeey,1,1,0,0,0
todky,1,1,0,0,0
todor,1,0,1,0,0
tody,8,1,7,0,0
todydy,1,0,0,1,0
toealchs,1,1,0,0,0
toeedy,2,2,0,0,0
toeeedchy,1,1,0,0,0
toeeodcthy,1,0,0,0,1
toees,3,3,0,0,0
toeoky,1,0,1,0,0
tohedy,1,1,0,0,0
toiin,2,2,0,0,0
tokain,2,1,1,0,0
tokar,2,1,1,0,0
tokary,1,1,0,0,0
tokol,1,1,0,0,0
toky,2,1,0,1,0
tol,48,28,20,0,0
tolain,1,1,0,0,0
tolair,1,0,1,0,0
tolchd,1,0,0,0,1
tolchdaiin,1,1,0,0,0
tolchedy,1,0,1,0,0
tolchor,1,1,0,0,0
tolchory,1,0,0,1,0
told,1,1,0,0,0
toldal,1,1,0,0,0
toldshy,1,1,0,0,0
toldy,2,0,1,1,0
toleeshal,1,1,0,0,0
tolkain,2,1,1,0,0
tolkal,1,0,1,0,0
tolkchdy,1,1,0,0,0
tolkeeedy,1,1,0,0,0
tolkeol,1,1,0,0,0
tolkey,1,1,0,0,0
tolkshey,1,1,0,0,0
tolm,1,0,0,1,0
tolokeedy,1,0,1,0,0
tolol,1,1,0,0,0
tolor,1,1,0,0,0
tolos,1,1,0,0,0
tolpchy,1,0,1,0,0
tolsasy,1,0,0,0,1
tolsheo,1,1,0,0,0
tolsheol,1,1,0,0,0
tolshey,1,1,0,0,0
tolshosor,1,1,0,0,0
tolshy,1,1,0,0,0
tolteedy,1,1,0,0,0
toly,2,0,2,0,0
tom,1,0,0,1,0
topaiin,1,0,1,0,0
tor,23,12,10,1,0
torain,1,1,0,0,0
torchey,1,1,0,0,0
torchy,2,1,1,0,0
torolshsdy,1,1,0,0,0
toror,2,1,1,0,0
torshor,2,2,0,0,0
tory,1,0,1,0,0
tos,4,3,1,0,0
tosh,1,1,0,0,0
tosheo,2,2,0,0,0
toshey,1,1,0,0,0
toshy,1,1,0,0,0
totchy,1,1,0,0,0
totol,2,0,2,0,0
toy,5,4,0,1,0
tsh,1,0,1,0,0
tshaiin,1,0,1,0,0
tshaly,1,0,1,0,0
tshar,1,1,0,0,0
tshdar,1,1,0,0,0
tshdcsey,1,1,0,0,0
tshdol,2,2,0,0,0
tshdy,4,2,2,0,0
tshed,2,1,1,0,0
tshedain,1,1,0,0,0
tshedal,1,1,0,0,0
tshedar,2,2,0,0,0
tshedky,1,1,0,0,0
tshedor,1,1,0,0,0
tshedy,8,7,1,0,0
tsheed,1,1,0,0,0
tsheeor,2,2,0,0,0
tsheey,1,0,1,0,0
tsheoarom,1,1,0,0,0
tsheodal,1,1,0,0,0
tsheodar,1,1,0,0,0
tsheodl,1,1,0,0,0
tsheody,2,1,1,0,0
tsheokeedy,1,0,1,0,0
tsheol,1,0,1,0,0
tsheos,1,1,0,0,0
tshes,1,0,1,0,0
tshey,9,6,3,0,0
tsho,5,2,3,0,0
tshoar,1,1,0,0,0
tshod,2,2,0,0,0
tshodaiin,1,1,0,0,0
tshodair,1,1,0,0,0
tshodeesy,1,0,1,0,0
tshodody,1,0,0,1,0
tshodpy,1,1,0,0,0
tshoiin,1,1,0,0,0
tshokeody,1,1,0,0,0
tshoky,1,1,0,0,0
tshol,6,5,1,0,0
tsholdy,1,0,0,0,1
tsholol,1,0,1,0,0
tshor,4,3,1,0,0
tshy,5,1,4,0,0
ty,16,0,15,1,0
tydlo,1,1,0,0,0
tydy,2,0,1,1,0
typchey,1,1,0,0,0
v,7,1,5,1,0
vo,1,0,1,0,0
vs,1,0,1,0,0
x,9,0,6,0,3
xaloeees,1,0,1,0,0
xar,2,0,2,0,0
xoiin,1,0,1,0,0
xol,1,1,0,0,0
xor,1,0,1,0,0
xsl,1,0,0,1,0
y,176,34,106,26,10
ya,1,0,1,0,0
yaiin,6,5,1,0,0
yaiir,2,1,1,0,0
yair,2,2,0,0,0
yal,1,0,1,0,0
yaly,1,0,1,0,0
yar,2,2,0,0,0
ychain,3,3,0,0,0
ychair,1,1,0,0,0
ycham,1,1,0,0,0
ychar,2,1,1,0,0
ychckhy,1,0,0,0,1
ychcthod,1,0,0,1,0
ychdain,1,0,0,1,0
ychdy,2,0,2,0,0
ycheain,2,2,0,0,0
ychealod,1,0,0,1,0
ychear,2,0,2,0,0
ycheas,1,0,1,0,0
ycheckhey,1,1,0,0,0
ychecthy,1,1,0,0,0
yched,3,3,0,0,0
ychedaiin,2,2,0,0,0
ychedain,1,1,0,0,0
ychedal,2,2,0,0,0
ychedar,4,3,1,0,0
ychedl,1,1,0,0,0
ychedy,13,7,6,0,0
ycheealkaiin,1,1,0,0,0
ycheear,1,1,0,0,0
ycheechy,1,1,0,0,0
ycheeckhy,1,1,0,0,0
ycheedaiin,1,1,0,0,0
ycheedy,7,3,4,0,0
ycheekeey,1,1,0,0,0
ycheeo,8,7,1,0,0
ycheeodaiin,1,1,0,0,0
ycheeodain,1,1,0,0,0
ycheeody,2,2,0,0,0
ycheeol,1,1,0,0,0
ycheeor,1,1,0,0,0
ycheeoy,1,1,0,0,0
ychees,2,2,0,0,0
ycheety,1,0,1,0,0
ycheey,24,21,2,1,0
ycheeytal,1,1,0,0,0
ycheeytydaiin,1,1,0,0,0
ychek,1,0,1,0,0
ychekchy,2,2,0,0,0
ycheo,15,13,2,0,0
ycheoar,1,1,0,0,0
ycheochy,1,1,0,0,0
ycheockhy,1,1,0,0,0
ycheod,2,1,0,0,1
ycheodain,1,1,0,0,0
ycheody,3,3,0,0,0
ycheoky,3,2,1,0,0
ycheol,14,13,1,0,0
ycheolk,1,1,0,0,0
ycheom,1,0,0,1,0
ycheool,1,1,0,0,0
ycheor,9,8,1,0,0
ycheoraiin,1,1,0,0,0
ycheos,1,1,0,0,0
ycheoto,1,1,0,0,0
yches,2,1,1,0,0
ychey,17,10,6,1,0
ychkl,1,1,0,0,0
ychky,1,1,0,0,0
ycho,5,3,2,0,0
ychock,1,1,0,0,0
ychockhy,1,1,0,0,0
ychocthy,2,2,0,0,0
ychodaiin,1,1,0,0,0
ychody,2,2,0,0,0
ychoees,1,0,1,0,0
ychok,1,1,0,0,0
ychol,12,11,1,0,0
ychom,1,0,0,1,0
ychoopy,1,0,1,0,0
ychopordg,1,0,0,1,0
ychor,16,16,0,0,0
ychos,1,1,0,0,0
ychosar,1,1,0,0,0
ychoy,1,1,0,0,0
ychsy,1,0,1,0,0
ychtaiin,1,1,0,0,0
ychtaiis,1,1,0,0,0
ychtain,1,0,1,0,0
ychty,1,0,0,0,1
ychy,4,2,1,1,0
ychykchy,1,1,0,0,0
yckheody,1,1,0,0,0
yckhey,2,1,0,1,0
yckhody,1,0,1,0,0
yckhy,1,0,1,0,0
ycphko,1,0,1,0,0
ycseol,1,1,0,0,0
ycthodaiin,1,1,0,0,0
ycthol,1,0,1,0,0
yd,3,0,0,3,0
ydag,1,0,0,0,1
ydaiil,1,1,0,0,0
ydaiin,21,8,8,5,0
ydain,5,1,3,1,0
ydair,2,2,0,0,0
ydairol,1,0,0,0,1
ydal,3,1,2,0,0
ydals,1,1,0,0,0
ydam,1,0,1,0,0
ydar,2,1,1,0,0
ydaraishy,1,0,0,0,1
ydaral,1,0,0,1,0
ydarchom,1,0,1,0,0
ydas,1,1,0,0,0
ydchos,1,1,0,0,0
ydcphdy,1,0,0,0,1
ydeeal,1,0,1,0,0
ydees,1,1,0,0,0
ydey,1,0,1,0,0
ydl,1,0,1,0,0
ydoly,1,0,1,0,0
ydor,1,1,0,0,0
ydsh,1,1,0,0,0
ydy,8,0,4,3,1
ydys,1,0,1,0,0
yeed,1,0,1,0,0
yeeear,1,1,0,0,0
yees,1,1,0,0,0
yefaiin,1,0,1,0,0
yekedy,1,0,1,0,0
yekees,1,1,0,0,0
yekey,1,0,1,0,0
yeo,1,1,0,0,0
yey,1,0,1,0,0
yfaiin,1,1,0,0,0
yfain,1,0,0,0,1
yfair,1,0,1,0,0
yfary,1,0,0,0,1
yfchdy,1,0,1,0,0
yfchedy,1,0,1,0,0
yfcheky,1,0,1,0,0
yfcheodly,1,0,0,0,1
yfchey,3,0,2,1,0
yfchor,1,0,1,0,0
yfchy,1,0,1,0,0
yfodain,1,0,1,0,0
yfody,1,0,1,0,0
yfolaiin,2,0,2,0,0
yfoldy,1,0,1,0,0
yfor,2,0,1,1,0
yhal,1,1,0,0,0
yhy,1,0,1,0,0
yiin,1,0,1,0,0
yk,5,1,4,0,0
yka,1,1,0,0,0
ykady,1,0,1,0,0
ykaiiin,1,0,1,0,0
ykaiil,1,0,1,0,0
ykaiin,45,10,32,3,0
ykaiir,2,1,1,0,0
ykail,1,1,0,0,0
ykain,10,2,7,1,0
ykaipy,2,0,1,1,0
ykair,8,1,6,1,0
ykairaiin,1,1,0,0,0
ykairolky,1,0,0,1,0
ykaky,1,1,0,0,0
ykal,16,0,13,3,0
ykald,1,0,0,1,0
ykaldy,1,0,1,0,0
ykalkain,1,0,1,0,0
ykalo,1,0,1,0,0
ykalokain,1,0,0,1,0
ykaly,6,1,3,1,1
ykam,5,0,1,4,0
ykan,1,0,1,0,0
ykanam,1,0,0,1,0
ykar,36,6,29,1,0
ykarain,1,0,0,1,0
ykaras,1,0,0,1,0
ykaro,1,0,0,1,0
ykarshy,1,0,1,0,0
ykas,1,1,0,0,0
ykay,1,1,0,0,0
ykch,1,0,1,0,0
ykchaiin,1,0,1,0,0
ykchal,1,0,1,0,0
ykchdar,1,1,0,0,0
ykchdg,1,0,0,1,0
ykchdy,8,1,5,0,2
ykched,1,0,1,0,0
ykchedain,1,1,0,0,0
ykchedor,1,0,1,0,0
ykchedy,7,2,4,1,0
ykcheg,1,0,1,0,0
ykcheodain,1,1,0,0,0
ykcheody,1,0,1,0,0
ykcheor,3,2,1,0,0
ykcheshd,1,1,0,0,0
ykchey,6,0,6,0,0
ykchhdy,1,0,1,0,0
ykchn,1,0,1,0,0
ykcho,6,2,4,0,0
ykchochdy,1,0,0,0,1
ykchody,4,2,2,0,0
ykchokeo,1,1,0,0,0
ykchol,6,1,5,0,0
ykcholqod,1,0,1,0,0
ykcholy,1,1,0,0,0
ykchom,1,0,0,1,0
ykchon,1,0,1,0,0
ykchor,5,2,3,0,0
ykchos,1,0,0,1,0
ykchotchy,1,1,0,0,0
ykchs,2,1,1,0,0
ykchscheg,1,0,0,1,0
ykchy,22,4,15,3,0
ykchyr,1,1,0,0,0
ykchys,1,0,0,1,0
ykcol,1,0,0,0,1
ykcsedy,1,0,1,0,0
ykdair,1,0,1,0,0
ykdy,1,0,0,1,0
ykeain,1,0,1,0,0
ykeal,1,0,0,0,1
ykechey,1,0,1,0,0
ykecho,2,1,0,1,0
ykechod,1,1,0,0,0
ykechody,1,1,0,0,0
ykecsey,1,1,0,0,0
ykecthhy,1,0,1,0,0
ykeda,1,0,1,0,0
ykedaiin,1,0,1,0,0
ykedar,1,1,0,0,0
ykedckhy,1,0,0,1,0
ykedor,1,0,1,0,0
ykedy,23,1,20,1,1
ykeea,1,1,0,0,0
ykeealar,1,1,0,0,0
ykeealkey,1,0,1,0,0
ykeeam,1,0,0,1,0
ykeear,2,0,1,0,1
ykeechy,3,1,2,0,0
ykeed,1,0,1,0,0
ykeedaiin,1,1,0,0,0
ykeedain,2,1,1,0,0
ykeedal,1,0,1,0,0
ykeedar,1,1,0,0,0
ykeedl,1,0,1,0,0
ykeedy,30,5,23,1,1
ykeeedy,4,1,3,0,0
ykeeeedaiir,1,0,1,0,0
ykeeeochy,1,0,1,0,0
ykeeeody,1,0,1,0,0
ykeeeos,1,0,1,0,0
ykeeepol,1,1,0,0,0
ykeeey,6,4,2,0,0
ykeeo,7,4,2,0,1
ykeeochody,1,1,0,0,0
ykeeod,2,0,2,0,0
ykeeodain,1,0,1,0,0
ykeeodam,1,0,1,0,0
ykeeodey,1,0,1,0,0
ykeeody,12,2,8,0,2
ykeeol,13,4,7,1,1
ykeeols,1,0,0,1,0
ykeeoly,1,0,1,0,0
ykeeor,4,3,1,0,0
ykeeory,1,0,0,0,1
ykeeos,3,1,2,0,0
ykees,4,1,3,0,0
ykeesan,1,0,0,1,0
ykeeshedy,1,1,0,0,0
ykeeshy,2,0,2,0,0
ykeey,58,11,45,1,1
ykeeykeey,1,0,1,0,0
ykemy,1,0,0,1,0
ykeo,3,1,2,0,0
ykeockhey,1,1,0,0,0
ykeod,1,1,0,0,0
ykeoda,1,0,1,0,0
ykeodaiin,1,0,1,0,0
ykeodain,1,0,1,0,0
ykeodar,2,1,0,0,1
ykeody,16,2,10,1,3
ykeoees,1,0,1,0,0
ykeoeshy,1,1,0,0,0
ykeol,15,4,11,0,0
ykeolal,1,0,1,0,0
ykeoldy,1,0,0,1,0
ykeols,2,0,2,0,0
ykeor,8,2,5,0,1
ykeos,3,1,2,0,0
ykeoshe,1,0,1,0,0
ykes,1,0,1,0,0
ykesheo,1,0,1,0,0
ykeshy,1,0,1,0,0
ykesodarar,1,0,1,0,0
ykey,8,1,4,1,2
ykeydom,1,0,1,0,0
ykeydy,1,0,0,0,1
ykhor,1,0,1,0,0
ykl,1,0,1,0,0
ykledey,1,0,1,0,0
ykoaiin,2,0,2,0,0
ykocfhy,1,0,0,0,1
ykodair,1,0,1,0,0
ykodar,1,1,0,0,0
