token,overall_count,line_initial_count,line_medial_count,line_final_count,single_token_line_count
ykodas,1,0,1,0,0
ykody,2,0,2,0,0
ykoear,1,0,1,0,0
ykofar,1,0,1,0,0
ykoiin,4,2,2,0,0
ykol,14,2,11,1,0
ykolaiin,1,0,0,0,1
ykolairol,1,0,0,0,1
ykoldam,1,0,1,0,0
ykoldy,1,0,1,0,0
ykolody,1,0,1,0,0
ykolor,1,0,1,0,0
ykoly,2,0,1,1,0
ykoo,1,1,0,0,0
ykooar,1,0,1,0,0
ykor,11,4,5,2,0
ykory,1,0,0,1,0
yksh,1,0,1,0,0
ykshedy,1,1,0,0,0
yksheey,1,0,1,0,0
yksheol,2,1,1,0,0
yksho,1,1,0,0,0
ykshol,1,1,0,0,0
ykshy,2,1,1,0,0
yky,19,1,10,7,1
ykychy,1,0,1,0,0
ykyd,1,0,0,0,1
ykyka,1,1,0,0,0
ykykaiin,2,1,1,0,0
ykyral,1,1,0,0,0
yl,3,0,3,0,0
ylaiin,1,0,1,0,0
ylaly,1,0,1,0,0
ylam,1,0,0,1,0
ylar,1,0,1,0,0
ylchdy,1,0,1,0,0
ylchedor,1,0,1,0,0
ylcheey,1,1,0,0,0
ylcho,1,0,1,0,0
ylg,1,0,0,1,0
ylkaiin,2,0,2,0,0
ylor,1,0,1,0,0
ylshey,1,0,1,0,0
yly,2,0,2,0,0
yoar,1,0,1,0,0
yochedy,1,0,1,0,0
yochor,1,1,0,0,0
yodaiin,1,1,0,0,0
yodam,1,0,0,1,0
yoees,1,1,0,0,0
yoeteey,1,0,1,0,0
yoiin,2,2,0,0,0
yokal,1,1,0,0,0
yokalod,1,1,0,0,0
yokeeol,1,1,0,0,0
yokeey,1,1,0,0,0
yokeody,1,1,0,0,0
yokor,1,1,0,0,0
yoky,1,0,1,0,0
yol,2,1,1,0,0
yolkol,1,1,0,0,0
yols,1,0,0,1,0
yolsheey,1,0,1,0,0
yom,1,0,0,1,0
yor,2,1,1,0,0
yorain,1,0,0,0,1
yoraly,1,0,0,0,1
yotaiin,1,1,0,0,0
yotedy,1,0,1,0,0
yotoam,1,0,1,0,0
ypaiin,3,1,1,0,1
ypaim,1,0,0,1,0
ypain,1,0,0,0,1
ypair,3,0,3,0,0
ypal,2,0,1,0,1
ypar,4,0,4,0,0
ypch,1,0,1,0,0
ypchaiin,1,0,1,0,0
ypchal,1,0,0,1,0
ypchar,1,0,1,0,0
ypchd,1,0,1,0,0
ypchdaiin,1,0,1,0,0
ypchdair,1,0,1,0,0
ypchdar,1,0,1,0,0
ypchdy,6,0,6,0,0
ypcheddy,1,0,1,0,0
ypchedpy,1,0,1,0,0
ypchedy,12,1,10,1,0
ypcheedy,1,0,1,0,0
ypcheeey,1,0,1,0,0
ypcheey,1,0,1,0,0
ypcheg,1,0,1,0,0
ypcher,1,0,1,0,0
ypchery,1,1,0,0,0
ypchey,5,0,5,0,0
ypchocf,1,0,1,0,0
ypchocpheosaiin,1,0,1,0,0
ypchol,3,0,3,0,0
ypcholdy,1,0,0,0,1
ypcholy,1,0,1,0,0
ypchor,2,0,2,0,0
ypchseds,1,0,1,0,0
ypchy,4,0,3,1,0
ypdy,1,0,1,0,0
ypod,1,0,1,0,0
ypodaiin,1,0,1,0,0
ypolcheey,1,1,0,0,0
ypolol,1,0,0,0,1
ypory,1,0,0,0,1
ypsharal,1,0,0,1,0
ypshedy,1,1,0,0,0
ypsheor,1,0,1,0,0
ypsholy,1,0,1,0,0
yqokain,1,0,1,0,0
yqokaly,1,0,1,0,0
yqopchy,1,0,1,0,0
yqor,1,0,1,0,0
yraiin,1,0,1,0,0
yrchey,1,0,1,0,0
yrl,1,0,0,1,0
yroleeey,1,1,0,0,0
yroly,1,0,1,0,0
yrshey,1,0,1,0,0
yry,1,0,0,1,0
ys,2,1,0,1,0
ysaiin,4,2,2,0,0
ysair,1,0,1,0,0
ysaldal,1,0,0,0,1
ysarasod,1,0,0,1,0
yshain,1,1,0,0,0
yshar,1,1,0,0,0
yshchey,1,0,1,0,0
yshdain,1,1,0,0,0
yshdal,1,0,1,0,0
yshe,1,1,0,0,0
ysheal,1,1,0,0,0
yshealdy,1,1,0,0,0
yshealkair,1,1,0,0,0
yshear,1,1,0,0,0
yshedaiin,1,1,0,0,0
yshedair,1,1,0,0,0
yshedy,10,8,2,0,0
ysheed,1,1,0,0,0
ysheedal,1,1,0,0,0
ysheedy,6,5,1,0,0
ysheees,1,1,0,0,0
ysheeo,2,2,0,0,0
ysheeoaiin,1,1,0,0,0
ysheeod,1,1,0,0,0
ysheeody,2,2,0,0,0
yshees,1,1,0,0,0
ysheey,10,9,1,0,0
ysheo,2,2,0,0,0
ysheoar,1,1,0,0,0
ysheockhy,1,1,0,0,0
ysheod,2,2,0,0,0
ysheody,1,1,0,0,0
ysheol,1,0,1,0,0
ysheor,4,3,1,0,0
ysheos,1,1,0,0,0
yshesos,1,1,0,0,0
yshesy,1,1,0,0,0
yshey,12,11,1,0,0
ysho,3,3,0,0,0
yshoain,1,1,0,0,0
yshoiin,1,1,0,0,0
yshol,3,2,1,0,0
ysholshy,1,1,0,0,0
yshor,2,2,0,0,0
yshos,1,1,0,0,0
yshs,1,1,0,0,0
yshy,1,1,0,0,0
yskhy,1,0,0,0,1
ysoir,1,1,0,0,0
ysry,1,0,1,0,0
yta,2,1,0,0,1
ytaiim,1,0,0,1,0
ytaiin,43,5,31,7,0
ytaiir,1,0,1,0,0
ytaim,1,0,1,0,0
ytain,13,1,11,1,0
ytaipom,1,0,0,1,0
ytair,3,0,3,0,0
ytairal,1,0,0,0,1
ytal,19,4,12,3,0
ytalar,1,0,1,0,0
ytalchos,1,0,1,0,0
ytalody,1,0,1,0,0
ytaly,5,0,4,0,1
ytam,13,0,6,7,0
ytapy,1,0,1,0,0
ytar,26,7,18,1,0
ytarar,1,0,0,1,0
ytarem,1,0,0,0,1
ytarody,1,0,1,0,0
ytary,1,0,0,0,1
ytasal,1,0,1,0,0
ytashy,1,0,1,0,0
ytasr,1,1,0,0,0
ytch,1,1,0,0,0
ytchaiin,1,0,1,0,0
ytchaly,1,0,1,0,0
ytchar,1,0,1,0,0
ytchas,1,1,0,0,0
ytchchy,1,0,1,0,0
ytchcseey,1,0,1,0,0
ytchdam,1,0,0,1,0
ytchdy,10,2,6,2,0
ytcheas,1,1,0,0,0
ytched,1,0,1,0,0
ytchedal,1,0,1,0,0
ytchedy,10,6,4,0,0
ytcheear,1,1,0,0,0
ytcheeky,1,0,1,0,0
ytcheey,1,0,1,0,0
ytcheo,1,1,0,0,0
ytcheodar,1,0,0,1,0
ytcheodytor,1,0,0,0,1
ytchey,12,5,7,0,0
ytchl,1,1,0,0,0
ytcho,2,1,1,0,0
ytchodaiin,1,1,0,0,0
ytchody,5,0,4,0,1
ytchodyy,1,0,0,0,1
ytchoky,1,0,1,0,0
ytchol,6,1,4,0,1
ytchom,1,0,0,1,0
ytchor,13,4,8,1,0
ytchos,2,2,0,0,0
ytchoy,3,2,1,0,0
ytchy,20,5,14,1,0
ytchyd,1,0,1,0,0
ytdar,1,0,1,0,0
ytdg,1,0,0,1,0
yteair,1,0,1,0,0
yteal,1,0,1,0,0
yteam,1,0,0,1,0
ytear,1,1,0,0,0
yteched,1,1,0,0,0
ytecheol,1,1,0,0,0
ytechy,1,0,1,0,0
ytedar,3,1,2,0,0
ytedshedy,1,1,0,0,0
ytedy,24,2,20,1,1
ytedykor,1,1,0,0,0
yteeay,1,1,0,0,0
yteechypchy,1,0,1,0,0
yteed,1,0,1,0,0
yteedar,1,1,0,0,0
yteedy,28,9,17,1,1
yteeed,1,0,1,0,0
yteeedy,1,0,1,0,0
yteeeody,1,0,1,0,0
yteeeor,1,0,0,1,0
yteeey,3,1,2,0,0
yteeo,3,2,1,0,0
yteeod,1,1,0,0,0
yteeodal,1,1,0,0,0
yteeody,9,2,5,1,1
yteeoey,1,0,1,0,0
yteeol,1,0,1,0,0
yteeoldy,1,0,1,0,0
yteeor,1,0,1,0,0
yteeos,1,1,0,0,0
ytees,1,0,1,0,0
yteey,28,4,24,0,0
yteo,1,0,1,0,0
yteochy,1,0,1,0,0
yteod,2,0,1,0,1
yteodaiin,1,0,1,0,0
yteodain,1,0,1,0,0
yteodam,1,0,1,0,0
yteody,14,5,8,0,1
yteokar,1,0,1,0,0
yteol,6,0,6,0,0
yteold,1,0,0,0,1
yteoldy,1,0,0,0,1
yteoor,1,1,0,0,0
yteor,3,1,2,0,0
yteos,3,1,2,0,0
ytey,13,3,9,1,0
yto,5,3,2,0,0
ytoaiin,1,0,0,0,1
ytoar,1,1,0,0,0
ytod,1,0,1,0,0
ytoda,1,0,1,0,0
ytodaiin,3,1,1,1,0
ytodal,1,0,0,0,1
ytodaly,1,1,0,0,0
ytody,9,1,5,2,1
ytoeopchey,1,1,0,0,0
ytoetear,1,0,0,0,1
ytoiiin,1,0,1,0,0
ytoiin,4,0,3,1,0
ytokar,1,0,0,0,1
ytol,12,3,9,0,0
ytolaiin,1,0,1,0,0
ytolaiir,1,0,1,0,0
ytoldy,5,0,2,3,0
ytolkal,1,0,0,1,0
ytom,1,0,1,0,0
ytor,14,5,9,0,0
ytorory,1,0,1,0,0
ytory,1,0,0,1,0
ytoryd,1,0,0,1,0
ytos,1,1,0,0,0
ytoy,2,0,1,1,0
ytshedy,2,1,1,0,0
ytsheod,1,1,0,0,0
ytsho,2,1,1,0,0
ytshy,3,0,3,0,0
yty,24,2,18,4,0
ytychy,1,1,0,0,0
ytyda,1,0,1,0,0
ytydy,1,0,1,0,0
ytyl,1,1,0,0,0
yy,1,0,0,1,0
zepchy,1,0,1,0,0
